GameDate,HomeTeam,AwayTeam,HomeScore,AwayScore
12/31/2025,Duke,Georgia Tech,85.0,79.0
01/24/2026,Duke,Wake Forest,90.0,69.0
01/26/2026,Duke,Louisville,83.0,52.0
01/28/2026,Duquesne,St. Bonaventure,79.0,87.0
11/26/2025,Duquesne,-2146826246,101.0,80.0
12/02/2025,Duquesne,William & Mary,79.0,83.0
12/06/2025,Duquesne,Stony Brook,84.0,75.0
12/27/2025,Duquesne,-2146826246,99.0,49.0
01/03/2026,Duquesne,VCU,80.0,93.0
01/20/2026,Duquesne,Saint Louis,77.0,81.0
02/07/2026,Duquesne,George Washington,88.0,86.0
02/01/2026,Duquesne,Rhode Island,76.0,61.0
11/22/2025,Duquesne,Northeastern,86.0,93.0
11/19/2025,Duquesne,Loyola (MD),92.0,78.0
01/13/2026,Duquesne,Dayton,65.0,71.0
11/03/2025,Duquesne,Niagara,83.0,63.0
11/11/2025,Duquesne,Queens University,87.0,81.0
12/22/2025,Duquesne,Canisius,103.0,59.0
11/07/2025,Duquesne,Sacred Heart,92.0,80.0
11/13/2025,East Carolina,-2146826246,71.0,70.0
12/14/2025,East Carolina,Buffalo,73.0,70.0
12/17/2025,East Carolina,Presbyterian,74.0,53.0
11/25/2025,East Carolina,Michigan State,56.0,89.0
12/31/2025,East Carolina,Tulane,70.0,79.0
12/06/2025,East Carolina,UNC Greensboro,78.0,82.0
12/11/2025,East Carolina,Appalachian State,54.0,67.0
02/07/2026,East Carolina,Temple,73.0,81.0
11/27/2025,East Carolina,St. Bonaventure,58.0,67.0
11/04/2025,East Carolina,Georgia Southern,92.0,89.0
01/28/2026,East Carolina,Rice,77.0,83.0
11/21/2025,East Carolina,Charleston Southern,65.0,77.0
12/02/2025,East Carolina,Maryland-Eastern Shore,68.0,56.0
01/11/2026,East Carolina,UAB,85.0,87.0
01/18/2026,East Carolina,Charlotte,70.0,73.0
11/12/2025,East Tennessee State,Northern Kentucky,75.0,63.0
02/04/2026,East Tennessee State,Furman,75.0,71.0
11/23/2025,East Tennessee State,Louisiana-Monroe,97.0,55.0
12/05/2025,East Tennessee State,South Alabama,91.0,65.0
01/23/2026,East Tennessee State,The Citadel,84.0,55.0
01/10/2026,East Tennessee State,UNC Greensboro,86.0,60.0
01/07/2026,East Tennessee State,VMI,81.0,67.0
11/29/2025,East Tennessee State,Central Arkansas,80.0,57.0
11/21/2025,East Tennessee State,Morehead State,77.0,62.0
12/20/2025,East Tennessee State,Jacksonville State,75.0,81.0
01/29/2026,East Tennessee State,Western Carolina,88.0,90.0
12/07/2025,East Tennessee State,-2146826246,78.0,62.0
01/03/2026,East Tennessee State,Mercer,77.0,71.0
11/04/2025,East Tennessee State,-2146826246,102.0,50.0
02/02/2026,East Texas A&M,New Orleans,85.0,94.0
01/31/2026,East Texas A&M,Nicholls State,68.0,72.0
02/07/2026,East Texas A&M,Northwestern State,52.0,48.0
12/07/2025,East Texas A&M,Central Arkansas,75.0,68.0
11/03/2025,East Texas A&M,-2146826246,119.0,60.0
01/10/2026,East Texas A&M,UT Rio Grande Valley,77.0,69.0
01/12/2026,East Texas A&M,Texas A&M-CC,50.0,61.0
11/19/2025,East Texas A&M,-2146826246,115.0,44.0
12/29/2025,East Texas A&M,Stephen F. Austin,48.0,75.0
12/31/2025,East Texas A&M,Lamar,62.0,69.0
01/10/2026,Eastern Illinois,Tennessee State,74.0,70.0
12/10/2025,Eastern Illinois,Eastern Kentucky,59.0,68.0
01/29/2026,Eastern Illinois,Tennessee-Martin,68.0,76.0
01/13/2026,Eastern Illinois,Western Illinois,57.0,55.0
12/18/2025,Eastern Illinois,SIU-Edwardsville,76.0,72.0
01/08/2026,Eastern Illinois,Tennessee Tech,71.0,61.0
12/01/2025,Eastern Illinois,-2146826246,0.0,0.0
01/18/2026,Eastern Illinois,-2146826246,105.0,49.0
11/19/2025,Eastern Illinois,-2146826246,62.0,50.0
01/31/2026,Eastern Illinois,Southeast Missouri,59.0,77.0
12/06/2025,Eastern Illinois,Lindenwood,74.0,82.0
11/07/2025,Eastern Illinois,Nicholls State,65.0,57.0
12/22/2025,Eastern Illinois,-2146826246,110.0,56.0
01/10/2026,Eastern Kentucky,Central Arkansas,79.0,75.0
11/29/2025,Eastern Kentucky,Wofford,77.0,83.0
12/13/2025,Eastern Kentucky,Miami (OH),69.0,79.0
02/05/2026,Eastern Kentucky,Florida Gulf Coast,76.0,74.0
12/06/2025,Eastern Kentucky,-2146826246,122.0,67.0
11/22/2025,Eastern Kentucky,Mercer,83.0,95.0
01/28/2026,Eastern Kentucky,Austin Peay,82.0,90.0
01/17/2026,Eastern Kentucky,Bellarmine,89.0,69.0
11/10/2025,Eastern Kentucky,Western Kentucky,79.0,87.0
02/07/2026,Eastern Kentucky,Stetson,100.0,88.0
01/08/2026,Eastern Kentucky,North Alabama,88.0,80.0
11/06/2025,Eastern Kentucky,-2146826246,122.0,60.0
12/05/2025,Eastern Michigan,-2146826246,86.0,48.0
11/28/2025,Eastern Michigan,NJIT,73.0,55.0
11/03/2025,Eastern Michigan,Georgia State,71.0,49.0
01/24/2026,Eastern Michigan,Kent State,75.0,76.0
12/30/2025,Eastern Michigan,Massachusetts,80.0,74.0
11/21/2025,Eastern Michigan,Oakland,97.0,91.0
01/13/2026,Eastern Michigan,Northern Illinois,77.0,59.0
01/03/2026,Eastern Michigan,Ohio,67.0,68.0
11/14/2025,Eastern Michigan,IU Indy,83.0,90.0
02/03/2026,Eastern Michigan,Akron,64.0,66.0
12/12/2025,Eastern Washington,California Baptist,83.0,88.0
01/22/2026,Eastern Washington,Portland State,61.0,65.0
01/10/2026,Eastern Washington,Montana,66.0,65.0
01/08/2026,Eastern Washington,Montana State,64.0,68.0
12/17/2025,Eastern Washington,Washington State,63.0,78.0
