Division,Team,BBMI_Rank,BBMI_Score,Record,Q_Wins,HCA,Best_Win_Rank,RAW_Points_Scored,RAW_Points_Against,RAW_Point_Difference,RAW_Field_Goal_Percentage,RAW_Three_Point_Percentage,RAW_Effective_Field_Goal_Percentage,RAW_Free_Throw_Percentage,RAW_Offensive_Rebounds_Per_Game,RAW_Defensive_Rebounds_Per_Game,RAW_Rebounds_Per_Game,RAW_Assists_Per_Game,RAW_Steals_Per_Game,RAW_Blocks_Per_Game,RAW_Charges_Taken_Per_Game,RAW_Turnovers_Per_Game,RAW_Q_Wins,RANK_Points_Scored,RANK_Points_Against,RANK_Point_Difference,RANK_Field_Goal_Percentage,RANK_Three_Point_Percentage,RANK_Effective_Field_Goal_Percentage,RANK_Free_Throw_Percentage,RANK_Offensive_Rebounds_Per_Game,RANK_Defensive_Rebounds_Per_Game,RANK_Rebounds_Per_Game,RANK_Assists_Per_Game,RANK_Steals_Per_Game,RANK_Blocks_Per_Game,RANK_Charges_Taken_Per_Game,RANK_Turnovers_Per_Game,RANK_Q_Wins,WTRANK_Points_Scored,WTRANK_Points_Against,WTRANK_Point_Difference,WTRANK_Field_Goal_Percentage,WTRANK_Three_Point_Percentage,WTRANK_Effective_Field_Goal_Percentage,WTRANK_Free_Throw_Percentage,WTRANK_Offensive_Rebounds_Per_Game,WTRANK_Defensive_Rebounds_Per_Game,WTRANK_Rebounds_Per_Game,WTRANK_Assists_Per_Game,WTRANK_Steals_Per_Game,WTRANK_Blocks_Per_Game,WTRANK_Charges_Taken_Per_Game,WTRANK_Turnovers_Per_Game,WTRANK_Q_Wins,WTRANK_TOTAL
1,Wisconsin Lutheran,1,47.9817,28-0,120.0,-0.795,7,74.6,44.2,30.4,0.564,0.389,0.636,0.716,10.9,24.0,34.9,19.5,8.4,4.1,0.0,9.5,120.0,33.82,50.0,50.0,47.211,42.885,47.637,29.053,29.986,32.928,32.112,48.785,28.579,50.0,1.0,44.861,50.0,0.0,5.45,7.2,2.0301,1.3294,0.2382,0.0,0.0,0.0,2.1836,0.5854,1.2289,0.25,0.0,4.4861,22.0,46.9817
1,De Pere,2,41.5102,25-3,113.66,-0.657,12,76.8,59.2,17.6,0.533,0.403,0.628,0.781,7.4,21.6,29.0,15.9,6.5,2.2,0.0,9.9,113.66,36.292,33.059,38.448,41.036,47.413,46.061,33.847,15.406,27.806,24.51,34.203,22.343,28.889,1.0,42.805,48.734,0.0,3.6034,5.5365,1.7645,1.4698,0.2303,0.0,0.0,0.0,1.6667,0.4104,0.9607,0.1444,0.0,4.2805,21.4429,41.5101
1,Appleton North,3,40.6524,24-4,102.98,-1.28,4,68.6,51.9,16.6,0.5052,0.3676,0.5768,0.7068,9.0,21.4417,30.4583,15.5667,8.4727,2.1727,0.0,10.7636,102.98,27.079,41.304,37.545,35.498,35.964,35.979,28.374,25.173,27.468,26.556,32.853,28.805,28.586,1.0,38.367,46.601,0.0,4.5021,5.4065,1.5264,1.1149,0.1799,0.0,0.0,0.0,1.8058,0.3942,1.2386,0.1429,0.0,3.8367,20.5044,40.6524
1,Kaukauna,4,39.4559,24-4,85.12,-0.875,3,73.5,57.8,15.8,0.543,0.395,0.628,0.725,6.0,22.8,28.8,14.4,5.3,3.6,0.0,8.5,85.12,32.584,34.64,36.823,43.028,44.825,46.061,29.717,6.637,30.367,24.053,28.128,18.074,44.444,1.0,50.0,43.034,0.0,3.7758,5.3025,1.8502,1.3896,0.2303,0.0,0.0,0.0,1.6356,0.3375,0.7772,0.2222,0.0,5.0,18.935,39.4559
1,West Allis Central,5,39.2939,23-3,58.58,-1.658,12,89.0,60.5,28.4,0.556,0.362,0.61,0.694,10.2,23.3,33.5,17.0,9.8,3.8,0.0,8.7,58.58,50.0,31.591,48.195,45.618,34.153,42.517,27.43,28.213,31.434,30.361,38.659,32.926,46.667,1.0,48.972,37.734,0.0,3.4434,6.9401,1.9616,1.0587,0.2126,0.0,0.0,0.0,2.0645,0.4639,1.4158,0.2333,0.0,4.8972,16.6028,39.2939
1,Madison Memorial,6,38.8877,27-2,89.56,-1.367,7,74.9,57.5,17.4,0.5052,0.3676,0.5768,0.7068,9.0,21.4417,30.4583,15.5667,8.4727,2.1727,0.0,10.7636,89.56,34.157,34.979,38.267,35.498,35.964,35.979,28.374,25.173,27.468,26.556,32.853,28.805,28.586,1.0,38.367,43.921,0.0,3.8127,5.5105,1.5264,1.1149,0.1799,0.0,0.0,0.0,1.8058,0.3942,1.2386,0.1429,0.0,3.8367,19.3251,38.8877
1,Verona,7,37.8888,22-5,83.96,-1.886,6,74.7,59.4,15.3,0.5052,0.3676,0.5768,0.7068,9.0,21.4417,30.4583,15.5667,8.4727,2.1727,0.0,10.7636,83.96,33.933,32.833,36.372,35.498,35.964,35.979,28.374,25.173,27.468,26.556,32.853,28.805,28.586,1.0,38.367,42.802,0.0,3.5788,5.2375,1.5264,1.1149,0.1799,0.0,0.0,0.0,1.8058,0.3942,1.2386,0.1429,0.0,3.8367,18.833,37.8887
1,Beloit Memorial,8,37.64,24-3,57.26,-1.749,10,84.9,63.3,21.6,0.511,0.33,0.557,0.722,12.4,19.8,32.2,18.6,14.1,0.8,0.0,8.5,57.26,45.393,28.428,42.058,36.653,24.021,32.08,29.496,33.786,23.542,28.734,45.139,46.275,6.333,1.0,50.0,37.47,0.0,3.0987,6.0563,1.5761,0.7446,0.1604,0.0,0.0,0.0,1.9539,0.5417,1.9898,0.0317,0.0,5.0,16.4868,37.64
1,Marshfield,9,36.3549,21-6,52.16,-1.726,4,67.6,52.3,15.3,0.525,0.397,0.62,0.725,6.2,23.6,29.8,16.1,5.7,1.7,0.0,10.1,52.16,25.955,40.852,36.372,39.442,45.472,44.486,29.717,7.89,32.074,25.732,35.013,19.497,22.333,1.0,41.777,36.452,0.0,4.4528,5.2375,1.696,1.4096,0.2224,0.0,0.0,0.0,1.7498,0.4202,0.8384,0.1117,0.0,4.1777,16.0387,36.3548
1,D.C. Everest,10,36.2146,22-4,54.8,-1.003,9,79.3,62.0,17.3,0.578,0.384,0.648,0.711,6.3,24.1,30.3,17.7,8.4727,2.1727,0.0,10.7636,54.8,39.101,29.896,38.177,50.0,41.268,50.0,28.684,8.516,33.141,26.358,41.494,28.805,28.586,1.0,38.367,36.979,0.0,3.2587,5.4975,2.15,1.2793,0.25,0.0,0.0,0.0,1.7923,0.4979,1.2386,0.1429,0.0,3.8367,16.2707,36.2146
1,Stevens Point,11,36.0317,19-7,52.02,-1.582,7,63.3,49.6,13.7,0.483,0.362,0.547,0.66,8.7,18.9,27.7,14.9,7.5,1.8,0.0,9.3,52.02,19.107,43.901,34.928,31.076,34.153,30.11,24.795,23.548,20.837,21.543,30.153,25.785,24.111,1.0,45.889,36.424,0.0,4.7852,5.0296,1.3363,1.0587,0.1506,0.0,0.0,0.0,1.4649,0.3618,1.1088,0.1206,0.0,4.5889,16.0264,36.0318
1,Brookfield East,12,35.6133,22-6,69.6,-1.775,13,81.6,65.1,16.4,0.487,0.357,0.552,0.698,9.1,20.0,29.1,15.8,10.2,2.9,0.0,11.4,69.6,41.685,26.395,37.365,31.873,32.536,31.095,27.725,25.426,24.143,24.738,33.798,34.167,36.667,1.0,35.096,39.934,0.0,2.8771,5.3805,1.3705,1.0086,0.1555,0.0,0.0,0.0,1.6822,0.4056,1.4692,0.1833,0.0,3.5096,17.5712,35.6133
1,Neenah,13,35.0291,17-10,63.6,-1.198,10,62.7,52.7,10.1,0.488,0.347,0.552,0.768,9.3333,19.9,29.2556,13.6556,7.8333,2.2444,0.0,11.8625,63.6,18.082,40.4,31.679,32.072,29.301,31.095,32.888,26.017,23.843,25.051,25.113,26.82,29.382,1.0,32.719,38.736,0.0,4.4036,4.5617,1.3791,0.9083,0.1555,0.0,0.0,0.0,1.7035,0.3014,1.1533,0.1469,0.0,3.2719,17.0439,35.0291
1,Middleton,14,34.4517,22-5,74.14,-1.878,6,76.4,66.1,10.3,0.4836,0.3567,0.5539,0.6999,9.02,20.27,29.31,13.9,7.62,2.19,0.0,11.6667,74.14,35.843,25.018,31.859,31.195,32.439,31.469,27.865,25.223,24.955,25.119,26.103,26.158,28.778,1.0,33.726,40.841,0.0,2.727,4.5877,1.3414,1.0056,0.1573,0.0,0.0,0.0,1.7081,0.3132,1.1248,0.1439,0.0,3.3726,17.9701,34.4517
1,Oshkosh North,15,34.162,18-9,55.9,-1.426,3,75.4,60.4,15.0,0.481,0.338,0.549,0.694,9.1,19.6,28.7,15.3,10.0,1.6,0.0,11.8,55.9,34.719,31.704,36.101,30.677,26.391,30.504,27.43,25.426,22.941,23.825,31.773,33.546,20.556,1.0,33.041,37.198,0.0,3.4557,5.1986,1.3191,0.8181,0.1525,0.0,0.0,0.0,1.6201,0.3813,1.4425,0.1028,0.0,3.3041,16.3673,34.1621
1,Bay Port,16,33.9305,18-7,46.62,-1.308,2,67.1,56.6,10.6,0.487,0.379,0.568,0.702,7.4,19.5,26.9,14.4,7.8,2.4,0.0,10.3,46.62,25.393,35.995,32.13,31.873,39.651,34.246,28.02,15.406,22.641,19.717,28.128,26.717,31.111,1.0,40.749,35.345,0.0,3.9235,4.6267,1.3705,1.2292,0.1712,0.0,0.0,0.0,1.3407,0.3375,1.1488,0.1556,0.0,4.0749,15.5518,33.9304
1,Arrowhead,17,33.5174,19-7,45.4,-1.095,8,75.7,64.8,10.9,0.516,0.411,0.6,0.713,6.2,20.5,26.8,13.7,4.9,1.4,0.0,9.1,45.4,35.056,26.734,32.401,37.649,50.0,40.547,28.832,7.89,25.459,19.488,25.292,16.651,17.0,1.0,46.916,35.101,0.0,2.914,4.6657,1.6189,1.55,0.2027,0.0,0.0,0.0,1.3252,0.3035,0.716,0.085,0.0,4.6916,15.4446,33.5172
1,Kimberly,18,32.1283,16-10,41.4,-0.465,4,66.0,61.8,4.2,0.498,0.353,0.557,0.649,8.7,20.8,29.5,17.3,5.4,2.1,0.0,10.0,41.4,23.719,30.122,26.354,34.064,31.242,32.08,22.65,23.548,26.099,25.357,39.874,18.43,27.778,1.0,42.291,34.303,0.0,3.2833,3.7949,1.4647,0.9685,0.1604,0.0,0.0,0.0,1.7243,0.4785,0.7925,0.1389,0.0,4.2291,15.0931,32.1282
1,Superior,19,32.0024,18-7,6.24,-1.38,10,69.4,52.9,16.4,0.5052,0.3676,0.5768,0.7068,9.0,21.4417,30.4583,15.5667,8.4727,2.1727,0.0,10.7636,6.24,27.978,40.174,37.365,35.498,35.964,35.979,28.374,25.173,27.468,26.556,32.853,28.805,28.586,1.0,38.367,27.281,0.0,4.379,5.3805,1.5264,1.1149,0.1799,0.0,0.0,0.0,1.8058,0.3942,1.2386,0.1429,0.0,3.8367,12.0035,32.0024
1,Racine Case,20,31.334,22-6,30.94,-1.569,30,77.1,62.0,15.1,0.448,0.331,0.505,0.623,16.3,23.1,39.4,15.6,10.7,2.7,0.0,14.5,30.94,36.629,29.896,36.191,23.675,24.286,20.417,17.579,43.667,31.007,37.741,32.988,35.72,34.444,1.0,21.464,32.214,0.0,3.2587,5.2116,1.018,0.7529,0.1021,0.0,0.0,0.0,2.5664,0.3959,1.5359,0.1722,0.0,2.1464,14.174,31.3341
1,Sheboygan North,21,30.9023,16-9,37.58,-1.101,9,68.8,64.3,4.6,0.502,0.35,0.57,0.615,6.9,18.0,24.9,13.8,7.2,1.3,0.0,10.0,37.58,27.303,27.299,26.715,34.861,30.272,34.64,16.018,12.274,18.132,15.152,25.697,24.833,15.222,1.0,42.291,33.54,0.0,2.9756,3.8469,1.499,0.9384,0.1732,0.0,0.0,0.0,1.0303,0.3084,1.0678,0.0761,0.0,4.2291,14.7575,30.9023
1,Hartford,22,30.0448,19-8,31.24,-0.8,23,65.8,58.9,7.0,0.454,0.327,0.525,0.614,8.9,21.7,30.6,14.5,7.2,4.0,0.0,13.1,31.24,23.377,33.398,28.881,25.299,23.227,25.778,15.823,24.801,28.02,26.733,28.533,24.833,48.889,1.0,26.36,32.274,0.0,3.6403,4.1588,1.0878,0.72,0.1289,0.0,0.0,0.0,1.8178,0.3424,1.0678,0.2444,0.0,2.636,14.2004,30.0446
1,Homestead,23,29.7066,13-12,38.24,-1.175,2,73.3,70.3,3.0,0.472,0.358,0.535,0.759,9.0,21.7,30.7,15.8,6.8,1.8,0.0,11.5,38.24,32.36,18.674,25.271,28.884,32.859,27.747,32.225,25.173,28.02,26.858,33.798,23.41,24.111,1.0,34.582,33.672,0.0,2.0354,3.639,1.242,1.0186,0.1387,0.0,0.0,0.0,1.8263,0.4056,1.0066,0.1206,0.0,3.4582,14.8155,29.7065
1,Oregon,24,28.7784,14-11,17.3,-1.163,11,62.2,58.4,3.8,0.449,0.313,0.507,0.668,9.0,22.4,31.4,16.8,6.2,2.5,0.0,12.0,17.3,17.228,33.962,25.993,23.969,19.523,20.988,25.513,25.173,29.513,27.734,37.849,21.276,32.222,1.0,32.013,29.49,0.0,3.7019,3.743,1.0307,0.6052,0.1049,0.0,0.0,0.0,1.8859,0.4542,0.9148,0.1611,0.0,3.2013,12.9754,28.7784
1,Waunakee,25,28.5544,19-7,41.16,-1.609,11,65.4,59.4,6.0,0.4657,0.3444,0.5337,1.0,6.5,12.3,18.7,7.9,3.3,0.5,0.0,12.4,41.16,22.694,32.833,27.978,27.629,28.461,27.491,50.0,9.769,1.0,1.0,10.572,10.96,1.0,1.0,29.957,34.255,0.0,3.5788,4.0289,1.1881,0.8823,0.1375,0.0,0.0,0.0,0.068,0.1269,0.4713,0.005,0.0,2.9957,15.0721,28.5546
1,Badger,26,28.5147,17-9,3.88,-1.775,34,79.0,65.0,14.0,0.488,0.345,0.544,0.666,12.9,23.8,36.8,14.4,10.5,2.8,0.0,15.0,3.88,38.764,26.508,35.199,32.072,28.655,29.519,25.365,35.053,32.501,34.489,28.128,35.099,35.556,1.0,19.759,26.809,0.0,2.8894,5.0686,1.3791,0.8883,0.1476,0.0,0.0,0.0,2.3452,0.3375,1.5092,0.1778,0.0,1.9759,11.7961,28.5147
1,Hudson,27,28.0427,17-8,5.7,-1.641,33,66.5,60.2,6.3,0.466,0.33,0.529,0.599,8.0,19.7,27.7,12.2,8.6,3.0,0.0,11.8,5.7,24.573,31.929,28.249,27.689,24.021,26.566,12.898,19.164,23.242,21.543,21.403,29.2,37.778,1.0,33.041,27.173,0.0,3.4803,4.0679,1.1906,0.7446,0.1328,0.0,0.0,0.0,1.4649,0.2568,1.2556,0.1889,0.0,3.3041,11.9561,28.0426
1,Germantown,28,27.7874,17-10,34.4,-1.288,12,72.8,70.1,2.7,0.47,0.313,0.528,0.639,8.6,20.7,29.3,11.4,7.5,3.4,0.0,13.7,34.4,31.798,18.976,25.0,28.486,19.523,26.369,20.699,22.922,25.886,25.107,19.388,25.785,42.222,1.0,24.192,32.905,0.0,2.0684,3.6,1.2249,0.6052,0.1318,0.0,0.0,0.0,1.7073,0.2327,1.1088,0.2111,0.0,2.4192,14.478,27.7874
1,Monona Grove,29,27.1525,15-10,9.4,-2.424,18,61.3,56.9,4.4,0.431,0.31,0.489,0.586,10.0,20.3,30.2,13.5,9.0,3.2,0.0,14.6,9.4,15.69,35.656,26.534,18.669,18.729,15.848,10.362,27.706,25.032,26.233,24.678,30.442,40.0,1.0,21.123,27.912,0.0,3.8866,3.8209,0.8028,0.5806,0.0792,0.0,0.0,0.0,1.7838,0.2961,1.309,0.2,0.0,2.1123,12.2812,27.1525
1,Milwaukee Hamilton,30,27.0978,18-9,6.56,-0.993,31,74.4,67.7,6.7,0.4665,0.3471,0.5354,0.635,8.7294,20.5,29.2294,14.0235,6.9824,2.1941,0.0,12.3133,6.56,33.596,22.601,28.61,27.789,29.334,27.826,19.919,23.732,25.459,25.018,26.603,24.059,28.823,1.0,30.403,27.345,0.0,2.4635,4.1199,1.1949,0.9093,0.1391,0.0,0.0,0.0,1.7013,0.3192,1.0345,0.1441,0.0,3.0403,12.0316,27.0977
1,Menomonee Falls,31,26.7914,16-11,15.6,-1.253,16,72.1,69.3,2.7,0.456,0.359,0.526,0.695,11.5,24.0,35.5,13.0,5.1,1.5,0.0,13.3294,15.6,31.011,20.184,25.0,25.697,33.182,25.975,27.504,31.506,32.928,32.862,23.419,17.363,18.778,1.0,25.456,29.15,0.0,2.2001,3.6,1.105,1.0287,0.1299,0.0,0.0,0.0,2.2346,0.281,0.7466,0.0939,0.0,2.5456,12.826,26.7914
1,Pewaukee,32,26.6492,15-11,7.74,-1.202,28,71.8,68.6,3.2,0.494,0.41,0.6,0.749,8.2,21.4,29.6,15.6,4.4,2.1,0.0,13.6,7.74,30.674,21.242,25.451,33.267,49.677,40.547,31.487,20.416,27.379,25.482,32.988,14.873,27.778,1.0,24.533,27.58,0.0,2.3153,3.665,1.4305,1.54,0.2027,0.0,0.0,0.0,1.7328,0.3959,0.6395,0.1389,0.0,2.4533,12.1353,26.6492
1,Madison La Follette,33,26.5216,15-10,19.12,-1.901,24,77.9,73.2,4.6,0.4573,0.3324,0.5226,0.6687,9.3706,20.8765,30.2471,14.0118,7.7353,2.3294,0.0,13.24,19.12,37.528,14.293,26.715,25.956,24.656,25.305,25.564,26.112,26.262,26.291,26.555,26.516,30.327,1.0,25.761,29.853,0.0,1.5579,3.8469,1.1161,0.7643,0.1265,0.0,0.0,0.0,1.7878,0.3187,1.1402,0.1516,0.0,2.5761,13.1353,26.5214
1,Kettle Moraine,34,26.2457,15-10,-15.92,-0.981,33,59.3,53.7,5.6,0.4628,0.3405,0.5298,0.6805,8.8471,20.5059,29.3471,14.1529,7.2941,2.3,0.0,12.62,-15.92,12.274,39.271,27.617,27.052,27.199,26.723,26.435,24.469,25.471,25.166,27.127,25.146,30.0,1.0,28.827,22.04,0.0,4.2805,3.9769,1.1632,0.8432,0.1336,0.0,0.0,0.0,1.7113,0.3255,1.0813,0.15,0.0,2.8827,9.6976,26.2458
1,Kenosha Bradford,35,25.0726,15-11,-10.48,-0.596,26,73.1,69.4,3.7,0.45,0.354,0.519,0.658,9.5,19.7,29.2,19.8,9.8,1.6,0.0,12.7,-10.48,32.135,20.033,25.903,24.264,31.565,24.415,24.405,26.439,23.242,24.966,50.0,32.926,20.556,1.0,28.415,23.539,0.0,2.1836,3.73,1.0433,0.9785,0.1221,0.0,0.0,0.0,1.6977,0.6,1.4158,0.1028,0.0,2.8415,10.3573,25.0726
1,Holmen,36,25.006,13-12,-11.16,-1.341,39,69.4,66.8,2.7,0.46,0.383,0.543,0.716,6.4,19.4,25.9,13.6,8.2,1.3,0.0,12.0,-11.16,27.978,23.961,25.0,26.494,40.944,29.323,29.053,9.142,22.34,17.434,24.93,27.958,15.222,1.0,32.013,23.352,0.0,2.6117,3.6,1.1392,1.2693,0.1466,0.0,0.0,0.0,1.1855,0.2992,1.2022,0.0761,0.0,3.2013,10.2748,25.0059
1,Madison West,37,24.7475,12-14,-0.56,-1.777,9,71.7,73.2,-1.4,0.443,0.322,0.508,0.648,10.4,21.3,31.7,15.6,8.7,1.5,0.0,11.8,-0.56,30.562,14.293,21.315,22.202,21.904,21.274,22.455,28.72,27.166,28.109,32.988,29.511,18.778,1.0,33.041,25.923,0.0,1.5579,3.0693,0.9547,0.679,0.1064,0.0,0.0,0.0,1.9114,0.3959,1.269,0.0939,0.0,3.3041,11.406,24.7476
1,Franklin,38,24.5604,15-11,-7.14,-1.209,35,65.0,62.6,2.4,0.393,0.299,0.455,0.649,11.0,19.2,30.2,12.5,7.3,2.0,0.0,12.5,-7.14,22.011,29.219,24.73,7.479,15.818,6.14,22.65,30.24,21.739,26.233,22.159,25.164,26.667,1.0,29.443,24.46,0.0,3.1849,3.5612,0.3216,0.4904,0.0307,0.0,0.0,0.0,1.7838,0.2659,1.0821,0.1333,0.0,2.9443,10.7623,24.5605
1,Oak Creek,39,23.7938,16-11,-3.22,-0.46,34,69.2,70.3,-1.1,0.457,0.364,0.535,0.647,9.4,19.9,29.3,11.8,4.8,1.0,0.0,13.625,-3.22,27.753,18.674,21.584,25.896,34.799,27.747,22.26,26.186,23.843,25.107,20.396,16.296,9.889,1.0,24.448,25.391,0.0,2.0354,3.1081,1.1135,1.0788,0.1387,0.0,0.0,0.0,1.7073,0.2448,0.7007,0.0494,0.0,2.4448,11.1722,23.7937
1,Janesville Craig,40,23.6564,11-14,-8.2,-1.45,20,68.0,68.9,-0.9,0.4448,0.3283,0.511,0.6651,9.4889,20.8778,30.3722,13.7556,7.6167,1.9389,0.0,13.625,-8.2,26.404,20.789,21.764,22.733,23.571,22.13,25.299,26.411,26.265,26.448,25.518,26.148,25.988,1.0,24.448,24.168,0.0,2.2659,3.134,0.9775,0.7307,0.1107,0.0,0.0,0.0,1.7985,0.3062,1.1243,0.1299,0.0,2.4448,10.6338,23.6563
1,Racine Park,41,23.254,12-14,-11.52,-1.03,10,72.8,71.6,1.2,0.452,0.299,0.505,0.669,8.2,20.6,28.8,15.9,10.2,3.2,0.0,13.7,-11.52,31.798,16.71,23.652,24.853,15.818,20.417,25.586,20.416,25.672,24.053,34.203,34.167,40.0,1.0,24.192,23.253,0.0,1.8214,3.4058,1.0687,0.4904,0.1021,0.0,0.0,0.0,1.6356,0.4104,1.4692,0.2,0.0,2.4192,10.2312,23.254
1,Sun Prairie West,42,22.9986,9-16,3.86,-1.722,7,70.6,72.2,-1.6,0.427,0.26,0.466,0.653,13.2,22.2,35.4,13.4,8.6,1.9,0.0,16.2,3.86,29.326,15.804,21.135,17.491,5.498,9.281,23.43,35.813,29.087,32.737,24.426,29.2,25.556,1.0,15.666,26.805,0.0,1.7226,3.0434,0.7521,0.1704,0.0464,0.0,0.0,0.0,2.2261,0.2931,1.2556,0.1278,0.0,1.5666,11.7944,22.9985
1,Milwaukee South,43,22.3094,10-15,-22.22,-0.654,35,73.5,71.1,2.4,0.4549,0.3297,0.5195,0.666,9.615,20.915,30.53,13.95,7.68,2.2,0.0,13.3294,-22.22,32.584,17.465,24.73,25.478,23.942,24.557,25.365,26.731,26.344,26.645,26.305,26.344,28.889,1.0,25.456,20.304,0.0,1.9037,3.5612,1.0956,0.7422,0.1228,0.0,0.0,0.0,1.8119,0.3157,1.1328,0.1444,0.0,2.5456,8.9336,22.3095
1,Muskego,44,22.2513,13-13,-21.26,-1.009,5,66.2,67.3,-1.2,0.4434,0.3276,0.5093,0.6621,9.225,20.71,29.94,13.665,7.565,1.915,0.0,13.5389,-21.26,24.06,23.205,21.494,22.32,23.386,21.645,25.077,25.743,25.907,25.907,25.151,25.987,25.722,1.0,24.742,20.568,0.0,2.5294,3.0952,0.9598,0.725,0.1082,0.0,0.0,0.0,1.7617,0.3018,1.1174,0.1286,0.0,2.4742,9.05,22.2513
1,Green Bay Preble,45,21.5462,10-15,-24.28,-0.674,21,59.6,65.8,-6.2,0.406,0.317,0.466,0.693,7.3,18.0,25.3,11.4,6.7,1.3,0.0,10.3,-24.28,12.786,25.471,17.0,11.307,20.581,9.281,27.357,14.779,18.132,16.065,19.388,23.054,15.222,1.0,40.749,19.736,0.0,2.7764,2.448,0.4862,0.638,0.0464,0.0,0.0,0.0,1.0924,0.2327,0.9913,0.0761,0.0,4.0749,8.6838,21.5462
1,Oshkosh West,46,21.5154,9-16,-23.68,-1.486,50,57.2,62.7,-5.5,0.437,0.346,0.493,0.599,7.7,19.0,26.7,11.4,6.6,1.7,0.0,13.3,-23.68,8.687,29.106,17.629,20.436,28.978,16.99,12.898,17.285,21.138,19.26,19.388,22.698,22.333,1.0,25.557,19.901,0.0,3.1725,2.5386,0.8787,0.8983,0.085,0.0,0.0,0.0,1.3097,0.2327,0.976,0.1117,0.0,2.5557,8.7565,21.5154
1,Wausau West,47,21.4388,11-15,-20.14,-0.948,19,52.7,57.1,-4.5,0.403,0.303,0.482,0.698,6.3,17.1,23.4,11.6,6.5,1.0,0.0,13.1,-20.14,1.0,35.431,18.528,10.423,16.877,13.849,27.725,8.516,15.427,11.728,19.892,22.343,9.889,1.0,26.36,20.877,0.0,3.8619,2.668,0.4482,0.5232,0.0692,0.0,0.0,0.0,0.7975,0.2387,0.9607,0.0494,0.0,2.636,9.1858,21.4386
1,Marquette University,48,20.8264,9-16,-20.16,-1.809,12,61.9,67.0,-5.1,0.4265,0.3153,0.4916,0.6462,8.6,19.55,28.1429,11.5929,6.4733,1.4357,0.0,14.3308,-20.16,16.715,23.659,17.989,17.344,20.131,16.591,22.104,22.922,22.791,22.554,19.874,22.248,17.635,1.0,22.041,20.871,0.0,2.5788,2.5904,0.7458,0.6241,0.083,0.0,0.0,0.0,1.5336,0.2385,0.9567,0.0882,0.0,2.2041,9.1834,20.8266
1,Milwaukee Reagan,49,19.2423,12-14,-51.62,-1.113,54,67.1,63.8,3.4,0.445,0.305,0.499,0.56,12.6,27.2,39.8,12.6,10.0,3.2,0.0,17.8,-51.62,25.393,27.864,25.632,22.791,17.406,18.704,5.291,34.293,39.757,38.241,22.411,33.546,40.0,1.0,10.209,12.201,0.0,3.0371,3.691,0.98,0.5396,0.0935,0.0,0.0,0.0,2.6004,0.2689,1.4425,0.2,0.0,1.0209,5.3683,19.2422
1,Fond du Lac,50,18.3959,7-18,-29.68,-1.172,13,55.9,62.4,-6.6,0.409,0.289,0.467,0.564,9.6,16.9,26.5,10.1,6.3,1.4,0.0,17.0,-29.68,6.466,29.445,16.64,12.19,13.172,9.566,6.071,26.693,14.826,18.804,16.114,21.631,17.0,1.0,12.937,18.248,0.0,3.2095,2.3962,0.5242,0.4083,0.0478,0.0,0.0,0.0,1.2786,0.1934,0.9301,0.085,0.0,1.2937,8.0289,18.3957
1,Manitowoc Lincoln,51,17.8789,9-16,-47.98,-0.979,45,56.8,61.8,-5.0,0.421,0.299,0.492,0.702,5.1,15.4,20.4,12.6,6.0,0.9,0.0,11.6,-47.98,8.004,30.122,18.079,15.724,15.818,16.705,28.02,1.0,10.317,4.88,22.411,20.564,8.111,1.0,34.069,13.204,0.0,3.2833,2.6033,0.6761,0.4904,0.0835,0.0,0.0,0.0,0.3319,0.2689,0.8843,0.0406,0.0,3.4069,5.8097,17.8789
1,Milwaukee King,52,17.7608,8-17,-44.02,-0.553,24,60.3,66.5,-6.2,0.4226,0.3148,0.4881,0.6467,8.6143,19.3714,27.9786,11.6786,6.5133,1.4786,0.0,14.45,-44.02,13.982,24.414,17.0,16.195,19.999,15.591,22.201,23.011,22.254,22.179,20.09,22.39,18.397,1.0,21.634,14.295,0.0,2.6611,2.448,0.6964,0.62,0.078,0.0,0.0,0.0,1.5081,0.2411,0.9628,0.092,0.0,2.1634,6.29,17.7609
1,Mukwonago,53,17.7256,9-16,-51.14,-0.894,17,65.5,69.9,-4.4,0.452,0.366,0.531,0.686,8.4,18.8,27.2,12.2,5.1,1.4,0.0,12.9,-51.14,22.865,19.278,18.618,24.853,35.446,26.959,26.84,21.669,20.537,20.401,21.403,17.363,17.0,1.0,27.388,12.333,0.0,2.1013,2.681,1.0687,1.0988,0.1348,0.0,0.0,0.0,1.3873,0.2568,0.7466,0.085,0.0,2.7388,5.4265,17.7256
1,Milwaukee Riverside,54,17.5849,9-16,-32.34,-1.656,35,67.0,75.4,-8.4,0.453,0.278,0.493,0.659,15.0,32.0,47.0,11.6,9.2,2.3,0.0,20.5,-32.34,25.281,10.97,15.022,25.1,10.261,16.99,24.6,40.373,50.0,47.248,19.892,31.063,30.0,1.0,1.0,17.514,0.0,1.1957,2.1632,1.0793,0.3181,0.085,0.0,0.0,0.0,3.2129,0.2387,1.3357,0.15,0.0,0.1,7.7064,17.585
