Division,Team,BBMI_Rank,BBMI_Score,Record,Q_Wins,HCA,Best_Win_Rank,RAW_Points_Scored,RAW_Points_Against,RAW_Point_Difference,RAW_Field_Goal_Percentage,RAW_Three_Point_Percentage,RAW_Effective_Field_Goal_Percentage,RAW_Free_Throw_Percentage,RAW_Offensive_Rebounds_Per_Game,RAW_Defensive_Rebounds_Per_Game,RAW_Rebounds_Per_Game,RAW_Assists_Per_Game,RAW_Steals_Per_Game,RAW_Blocks_Per_Game,RAW_Charges_Taken_Per_Game,RAW_Turnovers_Per_Game,RAW_Q_Wins,RANK_Points_Scored,RANK_Points_Against,RANK_Point_Difference,RANK_Field_Goal_Percentage,RANK_Three_Point_Percentage,RANK_Effective_Field_Goal_Percentage,RANK_Free_Throw_Percentage,RANK_Offensive_Rebounds_Per_Game,RANK_Defensive_Rebounds_Per_Game,RANK_Rebounds_Per_Game,RANK_Assists_Per_Game,RANK_Steals_Per_Game,RANK_Blocks_Per_Game,RANK_Charges_Taken_Per_Game,RANK_Turnovers_Per_Game,RANK_Q_Wins,WTRANK_Points_Scored,WTRANK_Points_Against,WTRANK_Point_Difference,WTRANK_Field_Goal_Percentage,WTRANK_Three_Point_Percentage,WTRANK_Effective_Field_Goal_Percentage,WTRANK_Free_Throw_Percentage,WTRANK_Offensive_Rebounds_Per_Game,WTRANK_Defensive_Rebounds_Per_Game,WTRANK_Rebounds_Per_Game,WTRANK_Assists_Per_Game,WTRANK_Steals_Per_Game,WTRANK_Blocks_Per_Game,WTRANK_Charges_Taken_Per_Game,WTRANK_Turnovers_Per_Game,WTRANK_Q_Wins,WTRANK_TOTAL
5,Sheboygan Christian,70,24.0495,7-18,-44.88,-2.287,50,54.1,62.0,-7.9,0.398,0.311,0.465,0.586,8.2,18.7,26.9,13.5,8.1,2.3,0.0,14.9,-44.88,23.691,21.647,22.694,25.342,31.157,28.454,25.564,17.875,21.033,20.174,29.58,24.684,27.778,1.0,27.176,24.044,0.0,2.3595,3.2679,1.0897,0.9659,0.1423,0.0,0.0,0.0,1.3718,0.355,1.0614,0.1389,0.0,2.7176,10.5795,24.0495
5,Juda,71,23.8472,11-14,-42.56,-0.858,62,52.3,60.2,-7.8,0.3772,0.2671,0.425,0.5727,9.6808,20.3423,30.0231,10.25,8.5292,2.0792,0.0,16.6043,-42.56,21.727,23.886,22.756,20.743,22.485,21.597,23.649,23.428,24.291,24.248,22.127,25.866,25.733,1.0,22.797,24.625,0.0,2.6035,3.2768,0.892,0.697,0.108,0.0,0.0,0.0,1.6488,0.2655,1.1123,0.1287,0.0,2.2797,10.8349,23.8472
5,Bowler,72,23.6868,11-13,-46.0,0.134,80,53.2,58.3,-5.0,0.342,0.254,0.398,0.604,11.5,20.7,32.1,9.0,9.0,3.8,0.0,16.8,-46.0,22.709,26.207,24.501,12.774,19.462,16.761,28.947,28.608,25.0,26.369,17.901,27.105,41.667,1.0,22.277,23.764,0.0,2.8566,3.5282,0.5493,0.6033,0.0838,0.0,0.0,0.0,1.7931,0.2148,1.1655,0.2083,0.0,2.2277,10.4563,23.6869
5,Florence,73,23.6843,11-12,-41.16,0.01,58,63.9,68.1,-4.2,0.3822,0.2705,0.4309,0.584,10.419,20.8727,30.8227,10.2727,9.125,2.025,0.0,15.7706,-41.16,34.556,14.06,25.0,21.875,23.269,22.654,25.188,25.822,25.202,25.203,22.203,27.434,25.231,1.0,25.014,24.975,0.0,1.5325,3.6,0.9406,0.7213,0.1133,0.0,0.0,0.0,1.7138,0.2664,1.1797,0.1262,0.0,2.5014,10.989,23.6842
5,Alma/Pepin,74,23.4322,10-16,-46.48,-1.445,58,59.7,64.5,-4.8,0.404,0.315,0.469,0.582,10.2,18.8,29.0,10.5,6.0,1.5,0.0,15.7706,-46.48,29.889,18.537,24.626,26.37,31.903,29.112,24.869,25.258,21.231,22.913,22.972,18.053,16.429,1.0,25.014,23.644,0.0,2.0206,3.5461,1.1339,0.989,0.1456,0.0,0.0,0.0,1.5581,0.2757,0.7763,0.0821,0.0,2.5014,10.4034,23.4322
5,Providence Academy (Green Bay),75,23.3893,11-14,-54.14,-0.423,53,61.3,63.6,-2.3,0.3943,0.281,0.4435,0.584,11.1727,22.2304,32.9261,10.7391,8.9381,2.1286,0.0,15.6833,-54.14,31.667,19.657,26.161,24.615,25.56,24.91,25.188,27.765,26.788,27.122,23.78,26.942,26.191,1.0,25.247,21.728,0.0,2.1426,3.7672,1.0584,0.7924,0.1246,0.0,0.0,0.0,1.8443,0.2854,1.1585,0.131,0.0,2.5247,9.5603,23.3894
5,Madison Country Day,76,23.2385,10-14,-54.02,-2.466,39,53.9,58.8,-4.9,0.383,0.26,0.424,0.582,7.5,16.4,23.8,6.2,7.4,2.3,0.0,12.3,-54.02,23.473,25.627,24.564,22.057,20.846,21.418,24.869,15.25,16.471,16.13,8.437,22.474,27.778,1.0,33.294,21.758,0.0,2.7933,3.5372,0.9484,0.6462,0.1071,0.0,0.0,0.0,1.0969,0.1012,0.9664,0.1389,0.0,3.3294,9.5735,23.2385
5,Holy Redeemer,77,23.0039,3-14,-46.92,0.01,4,40.5,54.2,-13.6,0.3639,0.2599,0.4105,0.56,8.8452,20.0161,28.8645,9.6935,8.0276,1.9633,0.0,17.2483,-46.92,8.855,30.448,19.14,17.732,20.823,19.0,21.984,20.295,23.644,22.736,20.246,24.456,24.371,1.0,21.084,23.534,0.0,3.3189,2.7562,0.7625,0.6455,0.095,0.0,0.0,0.0,1.5461,0.2429,1.0516,0.1219,0.0,2.1084,10.355,23.004
5,Lake Country Classical Academy,78,22.9991,9-17,-51.8,-2.272,47,47.7,58.1,-10.4,0.403,0.299,0.459,0.594,5.6,18.9,24.5,9.6,6.6,0.9,0.0,14.5,-51.8,16.709,26.414,21.135,26.199,28.918,27.467,27.068,8.125,21.43,17.043,19.93,19.947,6.143,1.0,28.118,22.313,0.0,2.8791,3.0434,1.1265,0.8965,0.1373,0.0,0.0,0.0,1.159,0.2392,0.8577,0.0307,0.0,2.8118,9.8179,22.9991
5,New Lisbon,79,22.9464,11-15,-56.94,-1.868,54,57.6,60.9,-3.3,0.421,0.291,0.469,0.555,11.0,20.8,31.9,15.2,8.3,2.8,0.0,18.3,-56.94,27.556,23.015,25.55,29.281,27.425,29.112,21.328,27.32,25.117,26.186,32.824,25.263,32.407,1.0,18.287,21.028,0.0,2.5086,3.6792,1.2591,0.8502,0.1456,0.0,0.0,0.0,1.7807,0.3939,1.0863,0.162,0.0,1.8287,9.2521,22.9464
5,Northland Lutheran,80,22.8852,9-14,-52.82,0.578,72,51.6,59.0,-7.5,0.36,0.297,0.429,0.623,8.0,15.6,23.6,7.7,10.1,0.8,0.0,14.4,-52.82,20.964,25.378,22.943,16.849,28.545,22.313,32.519,17.125,14.884,15.87,13.507,30.0,4.429,1.0,28.353,22.058,0.0,2.7662,3.3038,0.7245,0.8849,0.1116,0.0,0.0,0.0,1.0791,0.1621,1.29,0.0221,0.0,2.8353,9.7056,22.8852
5,Riverdale,81,22.5651,5-21,-33.42,-1.448,64,53.2,68.4,-15.2,0.355,0.232,0.399,0.595,9.2,21.7,30.9,10.3,7.3,2.2,0.0,15.5,-33.42,22.709,13.687,18.143,15.717,14.385,16.94,27.256,21.625,26.168,25.274,22.296,22.158,26.852,1.0,25.734,26.381,0.0,1.4918,2.6126,0.6758,0.4459,0.0847,0.0,0.0,0.0,1.7186,0.2675,0.9528,0.1343,0.0,2.5734,11.6076,22.565
5,Winter,82,21.8809,0-4,-28.0,7.5,,33.3,59.8,-26.5,0.3438,0.249,0.3889,0.5408,8.6048,19.1,27.7048,9.36,7.2524,1.93,0.0,19.0158,-28.0,1.0,24.383,11.099,13.181,18.308,15.131,19.466,19.393,21.826,21.224,19.118,22.008,23.8,1.0,16.384,27.36,0.0,2.6578,1.5982,0.5668,0.5675,0.0757,0.0,0.0,0.0,1.4432,0.2294,0.9463,0.119,0.0,1.6384,12.0386,21.8809
5,Gibraltar,83,21.6663,8-18,-53.66,-1.742,33,48.0,60.0,-12.0,0.401,0.258,0.442,0.539,6.7,19.3,25.9,9.3,6.9,1.7,0.0,17.1,-53.66,17.036,24.134,20.138,25.856,20.385,24.642,19.23,12.25,22.223,18.87,18.915,20.895,19.857,1.0,21.479,21.848,0.0,2.6306,2.8998,1.1118,0.6319,0.1232,0.0,0.0,0.0,1.2831,0.227,0.8985,0.0993,0.0,2.1479,9.6131,21.6662
5,Valley Christian,84,21.5479,9-14,-59.3,4.108,88,54.7,60.0,-5.3,0.396,0.297,0.452,0.551,7.7,20.0,27.6,10.4,9.4,1.0,0.0,20.0,-59.3,24.345,24.134,24.314,25.0,28.545,26.316,20.803,16.0,23.612,21.087,22.634,28.158,7.857,1.0,13.766,20.437,0.0,2.6306,3.5013,1.075,0.8849,0.1316,0.0,0.0,0.0,1.4339,0.2716,1.2108,0.0393,0.0,1.3766,8.9923,21.5479
5,Milwaukee Lifelong Learning,85,21.521,4-15,-47.5,-0.358,4,39.1,58.0,-18.9,0.3546,0.2547,0.4001,0.5496,8.6813,20.2281,28.9125,9.6813,7.7484,2.0065,0.0,18.5533,-47.5,7.327,26.517,15.836,15.626,19.623,17.137,20.62,19.68,24.064,22.799,20.204,23.574,25.06,1.0,17.614,23.389,0.0,2.8904,2.2804,0.6719,0.6083,0.0857,0.0,0.0,0.0,1.5503,0.2425,1.0137,0.1253,0.0,1.7614,10.2912,21.5211
5,Benton,86,21.5054,6-19,-56.56,-1.301,68,51.3,62.0,-10.8,0.327,0.253,0.371,0.603,12.7,23.0,35.7,11.0,8.1,2.7,0.0,16.7,-56.56,20.636,21.647,20.886,9.377,19.231,11.925,28.759,31.701,27.687,29.653,24.662,24.684,31.481,1.0,22.543,21.123,0.0,2.3595,3.0075,0.4032,0.5962,0.0596,0.0,0.0,0.0,2.0164,0.2959,1.0614,0.1574,0.0,2.2543,9.2939,21.5053
5,Catholic Central,87,21.2,9-20,-71.78,-2.372,48,57.8,64.4,-6.6,0.414,0.294,0.459,0.586,9.2,24.3,33.5,12.1,8.9292,1.9333,0.0,15.8864,-71.78,27.778,18.662,23.504,28.082,27.985,27.467,25.564,21.625,29.206,27.646,26.908,26.919,23.857,1.0,24.706,17.315,0.0,2.0341,3.3846,1.2075,0.8675,0.1373,0.0,0.0,0.0,1.8799,0.3229,1.1575,0.1193,0.0,2.4706,7.6187,21.1999
5,White Lake,88,21.1415,9-13,-64.78,0.157,72,49.0,58.5,-9.5,0.392,0.263,0.44,0.582,7.5,19.0,26.5,7.0,8.2,2.7,0.0,16.6542,-64.78,18.127,26.0,21.696,24.094,21.538,24.284,24.869,15.25,21.628,19.652,11.141,25.0,31.481,1.0,22.664,19.066,0.0,2.834,3.1242,1.0361,0.6677,0.1214,0.0,0.0,0.0,1.3363,0.1337,1.075,0.1574,0.0,2.2664,8.3892,21.1414
5,Birchwood,89,20.9974,9-12,-62.1,0.436,56,52.6,60.0,-7.3,0.354,0.203,0.39,0.617,7.0,13.1,20.0,5.7,4.6,1.5,0.0,10.0,-62.1,22.055,24.134,23.068,15.491,7.692,15.328,31.391,13.375,9.926,11.174,6.746,13.632,16.429,1.0,38.706,19.737,0.0,2.6306,3.3217,0.6661,0.2385,0.0766,0.0,0.0,0.0,0.7598,0.081,0.5862,0.0821,0.0,3.8706,8.6842,20.9974
5,Thorp,90,20.9332,6-18,-58.26,-1.736,71,49.7,63.1,-13.5,0.378,0.277,0.423,0.591,9.7,21.6,31.3,10.6,5.7,1.6,0.0,16.8,-58.26,18.891,20.279,19.203,20.925,24.769,21.239,26.504,23.5,26.051,25.639,23.31,17.105,18.143,1.0,22.277,20.697,0.0,2.2104,2.7652,0.8998,0.7678,0.1062,0.0,0.0,0.0,1.7434,0.2797,0.7355,0.0907,0.0,2.2277,9.1068,20.9332
5,Eau Claire Immanuel Lutheran,91,20.6334,5-17,-75.74,-1.414,63,49.8,57.4,-7.6,0.376,0.241,0.402,0.571,8.3,18.7,27.0,8.4,8.1,2.2,0.0,13.9,-75.74,19.0,27.138,22.881,20.472,16.462,17.478,23.426,18.25,21.033,20.304,15.873,24.684,26.852,1.0,29.529,16.325,0.0,2.958,3.2948,0.8803,0.5103,0.0874,0.0,0.0,0.0,1.3807,0.1905,1.0614,0.1343,0.0,2.9529,7.1828,20.6334
5,Lake Holcombe,92,20.196,8-14,-62.84,-0.034,56,53.7,66.7,-13.0,0.401,0.279,0.441,0.544,9.7,22.1,31.9,10.6,10.2,2.5,0.0,19.4,-62.84,23.255,15.801,19.514,25.856,25.187,24.463,19.885,23.5,26.636,26.186,23.31,30.263,29.63,1.0,15.362,19.552,0.0,1.7223,2.8101,1.1118,0.7808,0.1223,0.0,0.0,0.0,1.7807,0.2797,1.3013,0.1481,0.0,1.5362,8.6027,20.196
5,Gresham,93,20.0804,10-15,-73.08,-0.007,63,49.4,62.3,-12.9,0.3649,0.2592,0.4116,0.5673,5.1,28.6,33.7,10.2,8.2519,2.5,0.0,15.5,-73.08,18.564,21.274,19.577,17.958,20.662,19.197,22.941,6.25,34.229,27.828,21.958,25.137,29.63,1.0,25.734,16.99,0.0,2.3188,2.819,0.7722,0.6405,0.096,0.0,0.0,0.0,1.8923,0.2635,1.0809,0.1481,0.0,2.5734,7.4756,20.0803
5,Cambria-Friesland,94,19.4754,6-18,-79.62,-1.176,39,45.8,59.1,-13.3,0.339,0.251,0.375,0.515,10.5,17.7,28.3,9.3,10.2,1.3,0.0,14.0,-79.62,14.636,25.254,19.327,12.094,18.769,12.642,16.082,26.031,19.05,22.0,18.915,30.263,13.0,1.0,29.294,15.354,0.0,2.7527,2.7831,0.5201,0.5818,0.0632,0.0,0.0,0.0,1.496,0.227,1.3013,0.065,0.0,2.9294,6.7557,19.4753
5,Wauzeka-Steuben,95,19.3979,6-20,-55.04,-0.913,64,44.6,62.8,-18.2,0.351,0.249,0.394,0.538,8.7,20.5,29.2,9.1,6.8,1.8,0.0,20.4,-55.04,13.327,20.652,16.273,14.811,18.308,16.045,19.098,19.75,24.603,23.174,18.239,20.579,21.571,1.0,12.702,21.503,0.0,2.251,2.3433,0.6369,0.5675,0.0802,0.0,0.0,0.0,1.5758,0.2189,0.8849,0.1079,0.0,1.2702,9.4612,19.3978
5,Plum City/Elmwood,96,19.2788,7-18,-71.34,-2.798,48,56.7,68.3,-11.6,0.379,0.27,0.428,0.592,9.2,17.9,27.2,11.8,6.7,1.5,0.0,14.7,-71.34,26.556,13.811,20.387,21.151,23.154,22.134,26.692,21.625,19.446,20.565,26.336,20.263,16.429,1.0,27.647,17.425,0.0,1.5054,2.9357,0.9095,0.7178,0.1107,0.0,0.0,0.0,1.3984,0.316,0.8713,0.0821,0.0,2.7647,7.6671,19.2787
5,South Shore,97,19.2372,6-18,-63.18,-0.049,106,38.3,59.5,-21.3,0.3502,0.2519,0.3954,0.5455,8.6929,20.1,28.7964,9.5786,7.637,2.0481,0.0,18.763,-63.18,6.455,24.756,14.34,14.63,18.977,16.296,20.082,19.723,23.81,22.647,19.857,23.222,25.445,1.0,17.056,19.467,0.0,2.6984,2.065,0.6291,0.5883,0.0815,0.0,0.0,0.0,1.54,0.2383,0.9986,0.1272,0.0,1.7056,8.5653,19.2373
5,Eastbrook Academy,98,18.5812,3-16,-71.02,-0.719,90,33.6,56.4,-22.7,0.3511,0.2519,0.3964,0.5433,8.5444,19.9926,28.5407,9.5259,7.6192,2.0231,0.0,18.8423,-71.02,1.327,28.172,13.468,14.834,18.977,16.475,19.793,19.166,23.597,22.314,19.679,23.166,25.214,1.0,16.845,17.505,0.0,3.0708,1.9393,0.6379,0.5883,0.0824,0.0,0.0,0.0,1.5173,0.2361,0.9961,0.1261,0.0,1.6845,7.7023,18.5811
5,Almond-Bancroft,99,18.4411,9-16,-86.92,-1.306,54,47.2,54.4,-7.2,0.358,0.24,0.403,0.537,10.4,20.1,30.6,9.2,8.5696,1.9696,0.0,19.9,-86.92,16.164,30.241,23.13,16.396,16.231,17.657,18.967,25.773,23.81,25.0,18.577,25.973,24.479,1.0,14.032,13.528,0.0,3.2963,3.3307,0.705,0.5032,0.0883,0.0,0.0,0.0,1.7,0.2229,1.1168,0.1224,0.0,1.4032,5.9522,18.441
5,Pittsville,100,18.2288,7-18,-77.58,-1.264,52,46.0,61.7,-15.6,0.332,0.221,0.359,0.528,11.1,19.4,30.5,6.2,8.8,4.5,0.0,16.8,-77.58,14.855,22.02,17.894,10.509,11.846,9.776,17.787,27.577,22.421,24.87,8.437,26.579,48.148,1.0,22.277,15.864,0.0,2.4002,2.5767,0.4519,0.3672,0.0489,0.0,0.0,0.0,1.6911,0.1012,1.1429,0.2407,0.0,2.2277,6.9803,18.2288
5,Highland,101,17.899,4-21,-70.38,-1.236,61,53.6,71.2,-17.6,0.39,0.291,0.445,0.614,6.4,19.6,26.0,10.1,8.0,1.9,0.0,18.0,-70.38,23.145,10.204,16.647,23.642,27.425,25.164,30.827,11.125,22.818,19.0,21.62,24.368,23.286,1.0,19.085,17.665,0.0,1.1122,2.3971,1.0166,0.8502,0.1258,0.0,0.0,0.0,1.292,0.2594,1.0478,0.1164,0.0,1.9085,7.7728,17.8988
5,Brookwood,102,17.7775,7-19,-86.74,-2.943,66,59.5,66.7,-7.2,0.365,0.246,0.405,0.581,12.6,23.1,35.7,13.7,10.2,2.1,0.0,19.4,-86.74,29.667,15.801,23.13,17.981,17.615,18.015,24.738,31.443,27.804,29.653,29.962,30.263,25.926,1.0,15.362,13.573,0.0,1.7223,3.3307,0.7732,0.5461,0.0901,0.0,0.0,0.0,2.0164,0.3595,1.3013,0.1296,0.0,1.5362,5.9721,17.7775
5,University Lake School/Trinity Academy,103,17.3772,6-15,-74.88,-0.242,90,39.8,62.5,-22.7,0.3511,0.2519,0.3964,0.5433,8.5444,19.9926,28.5407,9.5259,7.6192,2.0231,0.0,18.8423,-74.88,8.091,21.025,13.468,14.834,18.977,16.475,19.793,19.166,23.597,22.314,19.679,23.166,25.214,1.0,16.845,16.54,0.0,2.2917,1.9393,0.6379,0.5883,0.0824,0.0,0.0,0.0,1.5173,0.2361,0.9961,0.1261,0.0,1.6845,7.2775,17.3772
5,Black Hawk,104,17.3618,5-20,-81.98,-0.875,68,40.4,61.4,-21.0,0.337,0.223,0.371,0.526,9.0,19.3,28.3,10.3,7.2,1.3,0.0,15.3,-81.98,8.745,22.393,14.527,11.642,12.308,11.925,17.525,20.875,22.223,22.0,22.296,21.842,13.0,1.0,26.235,14.764,0.0,2.4408,2.0919,0.5006,0.3815,0.0596,0.0,0.0,0.0,1.496,0.2675,0.9392,0.065,0.0,2.6235,6.496,17.3616
5,Northwood,105,16.8514,4-20,-87.68,-0.254,89,40.4,59.9,-19.5,0.404,0.291,0.445,0.415,7.8,14.5,22.3,5.4,4.8,0.8,0.0,16.4,-87.68,8.745,24.259,15.462,26.37,27.425,25.164,2.967,16.375,12.702,14.174,5.732,14.263,4.429,1.0,23.34,13.338,0.0,2.6442,2.2266,1.1339,0.8502,0.1258,0.0,0.0,0.0,0.9638,0.0688,0.6133,0.0221,0.0,2.334,5.8686,16.8513
5,Lac Courte Oreilles,106,16.7698,5-19,-76.9,3.709,82,42.3893,56.4,-30.2,0.3417,0.2471,0.387,0.5404,8.3444,18.8556,27.2,9.1941,7.2333,1.9706,0.0,19.475,-76.9,10.916,28.172,8.792,12.706,17.869,14.791,19.413,18.416,21.342,20.565,18.558,21.947,24.496,1.0,15.162,16.034,0.0,3.0708,1.2661,0.5463,0.5539,0.074,0.0,0.0,0.0,1.3984,0.2227,0.9437,0.1225,0.0,1.5162,7.0551,16.7697
5,Williams Bay,107,16.6211,5-20,-96.74,-1.305,47,55.3,65.6,-10.3,0.349,0.268,0.396,0.571,11.0,20.7,31.8,11.6,8.4,1.3,0.0,17.0,-96.74,25.0,17.169,21.197,14.358,22.692,16.403,23.426,27.32,25.0,26.095,25.954,25.526,13.0,1.0,21.745,11.071,0.0,1.8714,3.0524,0.6174,0.7035,0.082,0.0,0.0,0.0,1.7745,0.3115,1.0976,0.065,0.0,2.1745,4.8714,16.6212
5,Gilman,108,16.1884,4-21,-80.04,-0.512,73,47.0,68.3,-21.3,0.3502,0.2519,0.3954,0.5455,8.6929,20.1,28.7964,9.5786,7.637,2.0481,0.0,18.763,-80.04,15.945,13.811,14.34,14.63,18.977,16.296,20.082,19.723,23.81,22.647,19.857,23.222,25.445,1.0,17.056,15.249,0.0,1.5054,2.065,0.6291,0.5883,0.0815,0.0,0.0,0.0,1.54,0.2383,0.9986,0.1272,0.0,1.7056,6.7095,16.1885
5,Weston,109,16.0869,5-19,-61.12,-0.616,64,50.0,76.5,-26.5,0.377,0.279,0.429,0.658,7.2,17.3,24.5,9.9,6.2,1.9,0.0,20.7,-61.12,19.218,3.612,11.099,20.698,25.187,22.313,39.098,14.125,18.256,17.043,20.944,18.684,23.286,1.0,11.904,19.982,0.0,0.3937,1.5982,0.89,0.7808,0.1116,0.0,0.0,0.0,1.159,0.2513,0.8034,0.1164,0.0,1.1904,8.792,16.0868
5,Goodman/Pembine,110,15.6185,6-17,-91.04,0.587,63,50.4,68.0,-17.7,0.344,0.25,0.4,0.542,10.3,20.8,31.0,11.4,9.7,1.6,0.0,19.2,-91.04,19.655,14.184,16.584,13.226,18.538,17.119,19.623,25.515,25.117,25.365,25.573,28.947,18.143,1.0,15.894,12.497,0.0,1.5461,2.3882,0.5687,0.5747,0.0856,0.0,0.0,0.0,1.7248,0.3069,1.2447,0.0907,0.0,1.5894,5.4988,15.6186
5,Stockbridge,111,15.2159,7-17,-102.14,-0.825,125,46.5,59.6,-13.1,0.311,0.264,0.367,0.584,7.5,20.2,27.7,9.4,11.5,1.5,0.0,20.4,-102.14,15.4,24.632,19.452,5.755,21.769,11.209,25.188,15.25,24.008,21.217,19.254,33.684,16.429,1.0,12.702,9.72,0.0,2.6849,2.8011,0.2475,0.6748,0.056,0.0,0.0,0.0,1.4428,0.231,1.4484,0.0821,0.0,1.2702,4.277,15.2158
5,Cashton,112,14.6851,5-21,-99.54,-1.284,77,46.0,66.5,-20.4,0.343,0.284,0.393,0.519,7.5,20.0,27.5,8.6,5.2,1.4,0.0,16.1,-99.54,14.855,16.05,14.901,13.0,26.119,15.866,16.607,15.25,23.612,20.957,16.549,15.526,14.714,1.0,24.138,10.371,0.0,1.7494,2.1458,0.559,0.8097,0.0793,0.0,0.0,0.0,1.425,0.1986,0.6676,0.0736,0.0,2.4138,4.5632,14.685
5,Butternut,113,14.6414,2-19,-83.56,6.123,82,40.8864,60.9,-36.0,0.339,0.2456,0.3825,0.5258,8.0,18.2333,26.2417,9.0636,6.6,1.7273,0.0,19.7545,-83.56,9.276,23.015,5.177,12.094,17.523,13.985,17.498,17.125,20.107,19.315,18.116,19.947,20.325,1.0,14.419,14.368,0.0,2.5086,0.7454,0.5201,0.5432,0.0699,0.0,0.0,0.0,1.3134,0.2174,0.8577,0.1016,0.0,1.4419,6.3221,14.6413
5,Marion,114,14.6191,6-18,-92.7,-1.474,88,45.5,63.3,-17.8,0.331,0.233,0.368,0.5,11.7,22.1,33.8,11.9,10.6,2.0,0.0,24.8,-92.7,14.309,20.03,16.522,10.283,14.615,11.388,14.115,29.124,26.636,27.92,26.527,31.316,25.0,1.0,1.0,12.082,0.0,2.1833,2.3792,0.4422,0.4531,0.0569,0.0,0.0,0.0,1.8985,0.3183,1.3466,0.125,0.0,0.1,5.316,14.6191
5,Wild Rose,115,14.5225,7-18,-104.94,-1.34,80,48.4,61.1,-12.6,0.354,0.245,0.406,0.554,8.7,21.0,29.8,9.2,8.8,1.6,0.0,22.0,-104.94,17.473,22.766,19.764,15.491,17.385,18.194,21.197,19.75,25.35,23.957,18.577,26.579,18.143,1.0,8.447,9.02,0.0,2.4815,2.846,0.6661,0.5389,0.091,0.0,0.0,0.0,1.629,0.2229,1.1429,0.0907,0.0,0.8447,3.9688,14.5225
5,Port Edwards,116,13.8096,5-18,-112.14,-0.499,99,38.7,56.3,-17.6,0.328,0.272,0.401,0.638,5.5,17.0,22.5,6.7,6.6,2.3,0.0,18.3222,-112.14,6.891,28.276,16.647,9.604,23.615,17.299,35.338,7.75,17.661,14.435,10.127,19.947,27.778,1.0,18.228,7.219,0.0,3.0821,2.3971,0.413,0.7321,0.0865,0.0,0.0,0.0,0.9816,0.1215,0.8577,0.1389,0.0,1.8228,3.1763,13.8096
5,Lena,117,13.4308,6-19,-115.6,-0.986,72,49.8,64.8,-15.0,0.351,0.25,0.401,0.523,10.3,22.4,32.6,11.0,6.2,2.2,0.0,18.9,-115.6,19.0,18.164,18.268,14.811,18.538,17.299,17.131,25.515,26.986,26.825,24.662,18.684,26.852,1.0,16.691,6.353,0.0,1.9799,2.6305,0.6369,0.5747,0.0865,0.0,0.0,0.0,1.8241,0.2959,0.8034,0.1343,0.0,1.6691,2.7955,13.4308
5,Greenwood/Granton,118,13.3305,3-22,-82.18,0.38,108,45.6,76.6,-31.0,0.3409,0.2481,0.3862,0.5372,8.2941,18.6882,26.9824,9.125,7.2294,1.9563,0.0,19.74,-82.18,14.418,3.488,8.294,12.525,18.1,14.648,18.993,18.228,21.01,20.281,18.324,21.935,24.251,1.0,14.457,14.714,0.0,0.3801,1.1943,0.5386,0.5611,0.0732,0.0,0.0,0.0,1.3791,0.2199,0.9432,0.1213,0.0,1.4457,6.474,13.3305
5,Cornell,119,12.9308,4-19,-114.4,1.025,82,42.7,64.3,-21.5,0.3502,0.2519,0.3954,0.5455,8.6929,20.1,28.7964,9.5786,7.637,2.0481,0.0,18.763,-114.4,11.255,18.786,14.216,14.63,18.977,16.296,20.082,19.723,23.81,22.647,19.857,23.222,25.445,1.0,17.056,6.654,0.0,2.0477,2.047,0.6291,0.5883,0.0815,0.0,0.0,0.0,1.54,0.2383,0.9986,0.1272,0.0,1.7056,2.9276,12.9309
5,Mercer,120,12.8883,1-19,-75.52,6.165,113,40.1286,71.2,-42.7,0.3253,0.2313,0.3693,0.5393,8.1429,18.2714,26.4286,9.35,6.5286,1.9833,0.0,21.3833,-75.52,8.449,10.204,1.0,8.992,14.223,11.621,19.269,17.661,20.183,19.559,19.085,19.722,24.714,1.0,10.087,16.38,0.0,1.1122,0.144,0.3867,0.4409,0.0581,0.0,0.0,0.0,1.33,0.229,0.848,0.1236,0.0,1.0087,7.207,12.8882
5,Princeton/Green Lake,121,11.7313,4-21,-120.0,-1.335,57,41.9,62.8,-20.9,0.342,0.267,0.388,0.537,6.0,16.6,22.6,10.2,9.5,1.8,0.0,20.8,-120.0,10.382,20.652,14.59,12.774,22.462,14.97,18.967,9.625,16.868,14.565,21.958,28.421,21.571,1.0,11.638,5.253,0.0,2.251,2.1009,0.5493,0.6963,0.0749,0.0,0.0,0.0,0.9904,0.2635,1.2221,0.1079,0.0,1.1638,2.3112,11.7313
5,Siren,122,11.4745,3-21,-106.74,-0.173,69,44.0,72.8,-28.8,0.3422,0.2473,0.3878,0.5395,8.4474,19.0421,27.4842,9.2944,7.1789,1.9833,0.0,19.4412,-106.74,12.673,8.214,9.665,12.819,17.915,14.934,19.295,18.803,21.712,20.936,18.897,21.775,24.714,1.0,15.252,8.57,0.0,0.8953,1.3918,0.5512,0.5554,0.0747,0.0,0.0,0.0,1.4236,0.2268,0.9363,0.1236,0.0,1.5252,3.7707,11.4746
5,Luck,123,10.9984,2-23,-113.84,-0.772,105,38.8,66.4,-27.6,0.307,0.242,0.357,0.599,6.7,17.7,24.4,9.0,6.7,2.5,0.0,19.2,-113.84,7.0,16.174,10.413,4.849,16.692,9.418,28.008,12.25,19.05,16.913,17.901,20.263,29.63,1.0,15.894,6.794,0.0,1.763,1.4995,0.2085,0.5175,0.0471,0.0,0.0,0.0,1.1501,0.2148,0.8713,0.1481,0.0,1.5894,2.9892,10.9985
