team,team-div,date,opp,opp-div,location,result,team-score,opp-score,teamline,teamwin%
Appleton East,1.0,2025-12-02 00:00:00+00:00,Marshfield,1.0,Home,L,59.0,81.0,19.5,0.019070634288108585
Appleton East,1.0,2025-12-05 00:00:00+00:00,Kaukauna,1.0,Home,L,60.0,87.0,20.5,0.012119069766057939
Appleton East,1.0,2025-12-06 00:00:00+00:00,Bay Port,1.0,Away,L,64.0,84.0,21.5,0.010509555349547683
Appleton East,1.0,2025-12-09 00:00:00+00:00,Pulaski,2.0,Home,W,57.0,56.0,5.5,0.2891054273862114
Appleton East,1.0,2025-12-12 00:00:00+00:00,Kimberly,1.0,Away,L,59.0,76.0,16.5,0.03879122072234257
Appleton East,1.0,2025-12-16 00:00:00+00:00,Hortonville,1.0,Away,L,49.0,89.0,3.5,0.3748211291770388
Appleton East,1.0,2025-12-19 00:00:00+00:00,Oshkosh North,1.0,Away,L,57.0,79.0,20.5,0.015074791761817299
Appleton East,1.0,2025-12-23 00:00:00+00:00,Neenah,1.0,Home,L,41.0,78.0,14.5,0.053771737053781736
Appleton East,1.0,2025-12-29 00:00:00+00:00,Seymour,3.0,Home,L,58.0,79.0,12.5,0.08503171890656365
Appleton East,1.0,2026-01-06 00:00:00+00:00,Fond du Lac,1.0,Home,L,53.0,68.0,8.5,0.17843821156929016
Appleton East,1.0,2026-01-09 00:00:00+00:00,Appleton North,1.0,Away,L,42.0,78.0,23.5,0.005269092872264668
Appleton East,1.0,2026-01-10 00:00:00+00:00,Stevens Point,1.0,Home,L,34.0,74.0,17.5,0.030236211185321816
Appleton East,1.0,2026-01-13 00:00:00+00:00,Appleton West,1.0,Away,L,65.0,81.0,3.5,0.3584269514676953
Appleton East,1.0,2026-01-16 00:00:00+00:00,Oshkosh West,1.0,Away,L,55.0,70.0,8.5,0.19221092895790798
Appleton East,1.0,2026-01-23 00:00:00+00:00,Kaukauna,1.0,Away,L,68.0,96.0,22.5,0.007108248080710336
Appleton East,1.0,2026-01-27 00:00:00+00:00,Kimberly,1.0,Home,L,52.0,63.0,16.5,0.03879122072234257
Appleton East,1.0,2026-01-30 00:00:00+00:00,Hortonville,1.0,Home,L,64.0,69.0,3.5,0.3748211291770388
Appleton East,1.0,2026-02-03 00:00:00+00:00,Oshkosh North,1.0,Home,L,51.0,92.0,17.5,0.0270105922693201
Appleton East,1.0,2026-02-06 00:00:00+00:00,Neenah,1.0,Away,L,56.0,78.0,17.5,0.026593014732574378
Appleton East,1.0,2026-02-13 00:00:00+00:00,Fond du Lac,1.0,Away,L,59.0,62.0,8.5,0.17843821156929016
Appleton East,1.0,2026-02-17 00:00:00+00:00,Appleton North,1.0,Home,L,42.0,74.0,21.5,0.01018246624571871
Appleton East,1.0,2026-02-20 00:00:00+00:00,Appleton West,1.0,Home,L,67.0,76.0,3.5,0.3584269514676953
Appleton East,1.0,2026-02-24 00:00:00+00:00,West De Pere,2.0,Away,L,56.0,70.0,17.5,0.0314757722047843
Appleton East,1.0,2026-02-26 00:00:00+00:00,Oshkosh West,1.0,Home,,,,8.5,0.19221092895790798
Appleton East,1.0,2026-03-03 00:00:00+00:00,Hortonville,1.0,Home,,,,3.5,0.3748211291770388
Appleton North,1.0,2025-11-28 00:00:00+00:00,Winneconne,3.0,Home,W,101.0,82.0,-13.5,0.9208098061577049
Appleton North,1.0,2025-12-05 00:00:00+00:00,Appleton West,1.0,Home,W,86.0,33.0,-20.5,0.985917631809517
Appleton North,1.0,2025-12-12 00:00:00+00:00,Oshkosh West,1.0,Away,W,65.0,61.0,-13.5,0.9264397508277907
Appleton North,1.0,2025-12-16 00:00:00+00:00,Kaukauna,1.0,Home,L,59.0,60.0,-3.5,0.6195569779105057
Appleton North,1.0,2025-12-18 00:00:00+00:00,Kimberly,1.0,Home,W,65.0,44.0,-7.5,0.7860417222429377
Appleton North,1.0,2025-12-19 00:00:00+00:00,Oregon,1.0,Home,W,65.0,48.0,-8.5,0.8263586499342384
Appleton North,1.0,2025-12-20 00:00:00+00:00,Yorkville Christian,1.0,Away,L,75.0,77.0,,0.9993708696296615
Appleton North,1.0,2025-12-23 00:00:00+00:00,Hortonville,1.0,Home,W,83.0,27.0,-20.5,0.9874070586745688
Appleton North,1.0,2025-12-29 00:00:00+00:00,Homestead,1.0,Home,W,70.0,58.0,-8.5,0.8026109148699418
Appleton North,1.0,2025-12-30 00:00:00+00:00,West Allis Central,1.0,Home,W,74.0,72.0,-2.5,0.5953024048961507
Appleton North,1.0,2026-01-06 00:00:00+00:00,Oshkosh North,1.0,Away,W,83.0,79.0,-1.5,0.5601840630394193
Appleton North,1.0,2026-01-09 00:00:00+00:00,Appleton East,1.0,Home,W,78.0,42.0,-23.5,0.9947309071277354
Appleton North,1.0,2026-01-13 00:00:00+00:00,Fond du Lac,1.0,Away,W,61.0,42.0,-13.5,0.9189768272216753
Appleton North,1.0,2026-01-16 00:00:00+00:00,Neenah,1.0,Home,W,44.0,26.0,-9.5,0.8285160676348359
Appleton North,1.0,2026-01-22 00:00:00+00:00,Appleton West,1.0,Away,W,91.0,48.0,-18.5,0.9748197334090929
Appleton North,1.0,2026-01-27 00:00:00+00:00,Oshkosh West,1.0,Home,W,60.0,42.0,-15.5,0.9542821962267891
Appleton North,1.0,2026-01-30 00:00:00+00:00,Kaukauna,1.0,Away,W,63.0,52.0,1.5,0.44741681695689633
Appleton North,1.0,2026-02-03 00:00:00+00:00,Kimberly,1.0,Away,W,67.0,55.0,-5.5,0.7104386599741394
Appleton North,1.0,2026-02-06 00:00:00+00:00,Hortonville,1.0,Away,W,80.0,63.0,-18.5,0.9772738533744253
Appleton North,1.0,2026-02-13 00:00:00+00:00,Oshkosh North,1.0,Home,L,57.0,61.0,-6.5,0.735974548441561
Appleton North,1.0,2026-02-17 00:00:00+00:00,Appleton East,1.0,Away,W,74.0,42.0,-21.5,0.9898175337542813
Appleton North,1.0,2026-02-20 00:00:00+00:00,Fond du Lac,1.0,Home,W,60.0,55.0,-15.5,0.9491134181474647
Appleton North,1.0,2026-02-24 00:00:00+00:00,Bay Port,1.0,Home,L,39.0,56.0,-5.5,0.7194493054933389
Appleton North,1.0,2026-02-26 00:00:00+00:00,Neenah,1.0,Away,,,,-3.5,0.6503065235764062
Appleton North,1.0,2026-03-06 00:00:00+00:00,Appleton East OR Hortonville,1.0,Home,,,,,0.999733330912184
Appleton West,1.0,2025-12-01 00:00:00+00:00,Wautoma,3.0,Home,W,65.0,60.0,-4.5,0.6577103362740285
Appleton West,1.0,2025-12-04 00:00:00+00:00,Kaukauna,1.0,Away,L,52.0,92.0,19.5,0.01835028976062567
Appleton West,1.0,2025-12-05 00:00:00+00:00,Appleton North,1.0,Away,L,33.0,86.0,20.5,0.014082368190483044
Appleton West,1.0,2025-12-08 00:00:00+00:00,Green Bay Preble,1.0,Home,L,65.0,72.0,5.5,0.28095730889856413
Appleton West,1.0,2025-12-12 00:00:00+00:00,Neenah,1.0,Home,L,36.0,89.0,11.5,0.10625987298041906
Appleton West,1.0,2025-12-16 00:00:00+00:00,Oshkosh West,1.0,Home,L,56.0,80.0,5.5,0.306038429643574
Appleton West,1.0,2025-12-19 00:00:00+00:00,Green Bay West,2.0,Away,W,73.0,64.0,-4.5,0.6577103362740285
Appleton West,1.0,2025-12-23 00:00:00+00:00,Kimberly,1.0,Home,L,46.0,87.0,13.5,0.08042444884566553
Appleton West,1.0,2025-12-30 00:00:00+00:00,Plymouth,2.0,Home,L,66.0,91.0,7.5,0.21638968414726806
Appleton West,1.0,2026-01-06 00:00:00+00:00,Hortonville,1.0,Away,L,53.0,56.0,-0.5,0.5173706602099843
Appleton West,1.0,2026-01-09 00:00:00+00:00,Oshkosh North,1.0,Home,L,47.0,89.0,14.5,0.05890878420965928
Appleton West,1.0,2026-01-13 00:00:00+00:00,Appleton East,1.0,Home,W,81.0,65.0,-3.5,0.6415730485323047
Appleton West,1.0,2026-01-16 00:00:00+00:00,Fond du Lac,1.0,Home,L,57.0,67.0,5.5,0.28819461623966647
Appleton West,1.0,2026-01-20 00:00:00+00:00,Wisconsin Rapids,1.0,Home,W,64.0,53.0,-2.5,0.5849863935776283
Appleton West,1.0,2026-01-22 00:00:00+00:00,Appleton North,1.0,Home,L,48.0,91.0,18.5,0.025180266590907056
Appleton West,1.0,2026-01-24 00:00:00+00:00,Green Bay East,2.0,Away,W,91.0,59.0,-4.5,0.6577103362740285
Appleton West,1.0,2026-01-27 00:00:00+00:00,Neenah,1.0,Away,L,50.0,103.0,14.5,0.058121440894788726
Appleton West,1.0,2026-01-30 00:00:00+00:00,Oshkosh West,1.0,Away,L,39.0,80.0,5.5,0.306038429643574
Appleton West,1.0,2026-02-03 00:00:00+00:00,Kaukauna,1.0,Home,L,59.0,91.0,17.5,0.029334427390681404
Appleton West,1.0,2026-02-06 00:00:00+00:00,Kimberly,1.0,Away,L,56.0,88.0,13.5,0.08042444884566553
Appleton West,1.0,2026-02-13 00:00:00+00:00,Hortonville,1.0,Home,W,53.0,45.0,-0.5,0.5173706602099843
Appleton West,1.0,2026-02-17 00:00:00+00:00,Oshkosh North,1.0,Away,L,51.0,90.0,16.5,0.035501912629473366
Appleton West,1.0,2026-02-20 00:00:00+00:00,Appleton East,1.0,Away,W,76.0,67.0,-3.5,0.6415730485323047
Appleton West,1.0,2026-02-26 00:00:00+00:00,Fond du Lac,1.0,Away,,,,5.5,0.28819461623966647
Appleton West,1.0,2026-03-06 00:00:00+00:00,Marshfield,1.0,Home,,,,15.5,0.04357133222745285
Arrowhead,1.0,2025-12-02 00:00:00+00:00,Whitefish Bay,2.0,Home,W,81.0,73.0,-2.5,0.5915439997497327
Arrowhead,1.0,2025-12-05 00:00:00+00:00,Catholic Memorial,2.0,Away,W,81.0,69.0,-11.5,0.8851190116606265
Arrowhead,1.0,2025-12-09 00:00:00+00:00,Mukwonago,1.0,Away,W,77.0,60.0,-10.5,0.8704338666020426
Arrowhead,1.0,2025-12-12 00:00:00+00:00,Waukesha West,2.0,Home,W,83.0,57.0,-6.5,0.7504679198178721
Arrowhead,1.0,2025-12-13 00:00:00+00:00,Greenfield,2.0,Away,W,96.0,70.0,-10.5,0.8545158925687124
Arrowhead,1.0,2025-12-19 00:00:00+00:00,Oconomowoc,1.0,Away,W,84.0,58.0,-14.5,0.9426916646271782
Arrowhead,1.0,2025-12-20 00:00:00+00:00,Franklin,1.0,Home,W,86.0,45.0,-9.5,0.8483297684074171
Arrowhead,1.0,2025-12-27 00:00:00+00:00,Slinger,2.0,Home,L,69.0,71.0,-2.5,0.6078580667216251
Arrowhead,1.0,2026-01-03 00:00:00+00:00,Homestead,1.0,Away,W,83.0,78.0,-2.5,0.599651224723174
Arrowhead,1.0,2026-01-06 00:00:00+00:00,Oak Creek,1.0,Home,W,81.0,66.0,-8.5,0.8070492876339662
Arrowhead,1.0,2026-01-09 00:00:00+00:00,Kettle Moraine,1.0,Home,W,75.0,52.0,-5.5,0.7233598485258731
Arrowhead,1.0,2026-01-13 00:00:00+00:00,Wisconsin Lutheran,1.0,Away,L,43.0,76.0,10.5,0.1355692614238111
Arrowhead,1.0,2026-01-15 00:00:00+00:00,Muskego,1.0,Away,W,88.0,70.0,-7.5,0.7738408102918526
Arrowhead,1.0,2026-01-17 00:00:00+00:00,Waunakee,1.0,Home,L,63.0,74.0,-2.5,0.5891256096293046
Arrowhead,1.0,2026-01-22 00:00:00+00:00,Catholic Memorial,2.0,Home,W,74.0,54.0,-14.5,0.9350668878411434
Arrowhead,1.0,2026-01-24 00:00:00+00:00,West Allis Central,1.0,Home,L,70.0,98.0,1.5,0.4371262549538809
Arrowhead,1.0,2026-01-30 00:00:00+00:00,Mukwonago,1.0,Home,L,65.0,67.0,-12.5,0.9078313908812778
Arrowhead,1.0,2026-01-31 00:00:00+00:00,Middleton,1.0,Home,L,76.0,81.0,-0.5,0.5166473120837795
Arrowhead,1.0,2026-02-06 00:00:00+00:00,Waukesha West,2.0,Away,W,78.0,54.0,-4.5,0.6593352458239081
Arrowhead,1.0,2026-02-10 00:00:00+00:00,Oak Creek,1.0,Away,W,87.0,66.0,-6.5,0.7479332037545448
Arrowhead,1.0,2026-02-13 00:00:00+00:00,Oconomowoc,1.0,Home,W,77.0,39.0,-16.5,0.9622036909935002
Arrowhead,1.0,2026-02-19 00:00:00+00:00,Kettle Moraine,1.0,Away,W,67.0,65.0,-3.5,0.6279079104023613
Arrowhead,1.0,2026-02-21 00:00:00+00:00,Marquette University,1.0,Away,W,68.0,46.0,-7.5,0.7657399010641182
Arrowhead,1.0,2026-02-26 00:00:00+00:00,Muskego,1.0,Home,,,,-9.5,0.8291037889593007
Arrowhead,1.0,2026-03-06 00:00:00+00:00,West Allis Hale OR Hamilton,1.0,Home,,,,,0.998907870251041
Badger,1.0,2025-12-02 00:00:00+00:00,Delavan-Darien,3.0,Home,W,86.0,44.0,-18.5,0.9741948669503229
Badger,1.0,2025-12-05 00:00:00+00:00,Burlington,2.0,Away,W,92.0,60.0,-2.5,0.5900240480869308
Badger,1.0,2025-12-12 00:00:00+00:00,Union Grove,2.0,Away,W,87.0,60.0,-9.5,0.8276782971950631
Badger,1.0,2025-12-16 00:00:00+00:00,Grant Community,1.0,Away,L,75.0,84.0,,0.9914061251621528
Badger,1.0,2025-12-19 00:00:00+00:00,Wilmot Union,2.0,Home,W,80.0,51.0,-18.5,0.9741948669503229
Badger,1.0,2025-12-23 00:00:00+00:00,Kenosha Bradford,1.0,Home,L,61.0,71.0,-5.5,0.7094243139871163
Badger,1.0,2025-12-27 00:00:00+00:00,Janesville Parker,1.0,Home,W,83.0,42.0,-13.5,0.9240128500655636
Badger,1.0,2026-01-03 00:00:00+00:00,Fort Atkinson,2.0,Away,W,71.0,34.0,-6.5,0.7519587836357969
Badger,1.0,2026-01-06 00:00:00+00:00,Waterford,2.0,Home,L,59.0,72.0,-1.5,0.5548505198485045
Badger,1.0,2026-01-09 00:00:00+00:00,Westosha Central,1.0,Away,W,80.0,60.0,-11.5,0.8888517811183362
Badger,1.0,2026-01-12 00:00:00+00:00,Greendale,2.0,Away,L,71.0,77.0,2.5,0.3968320564397435
Badger,1.0,2026-01-16 00:00:00+00:00,Elkhorn Area,2.0,Away,W,75.0,65.0,-13.5,0.9291538986424726
Badger,1.0,2026-01-20 00:00:00+00:00,Racine Horlick,1.0,Away,W,107.0,51.0,-12.5,0.9035797846523692
Badger,1.0,2026-01-23 00:00:00+00:00,Burlington,2.0,Home,,,,-8.5,0.8157427087714998
Badger,1.0,2026-01-27 00:00:00+00:00,Burlington,2.0,Home,,,,-8.5,0.8157427087714998
Badger,1.0,2026-01-28 00:00:00+00:00,Burlington,2.0,Home,W,83.0,64.0,-8.5,0.8157427087714998
Badger,1.0,2026-01-30 00:00:00+00:00,Beloit Memorial,1.0,Home,L,80.0,89.0,3.5,0.35384400583379905
Badger,1.0,2026-02-03 00:00:00+00:00,Union Grove,2.0,Home,L,73.0,90.0,-14.5,0.9382378771599773
Badger,1.0,2026-02-04 00:00:00+00:00,South Milwaukee,2.0,Home,W,96.0,53.0,-18.5,0.9741948669503229
Badger,1.0,2026-02-07 00:00:00+00:00,Waukesha South,2.0,Home,W,87.0,50.0,-15.5,0.950156235273303
Badger,1.0,2026-02-10 00:00:00+00:00,Wilmot Union,2.0,Away,W,81.0,67.0,-13.5,0.9322377685296865
Badger,1.0,2026-02-13 00:00:00+00:00,Westosha Central,1.0,Home,W,72.0,49.0,-15.5,0.950156235273303
Badger,1.0,2026-02-17 00:00:00+00:00,Kenosha Indian Trail,1.0,Home,W,96.0,63.0,-15.5,0.9492350473913346
Badger,1.0,2026-02-20 00:00:00+00:00,Waterford,2.0,Away,L,57.0,65.0,5.5,0.28813773551677346
Badger,1.0,2026-02-23 00:00:00+00:00,Beloit Memorial,1.0,Away,L,50.0,78.0,12.5,0.08392090802601769
Badger,1.0,2026-02-26 00:00:00+00:00,Elkhorn Area,2.0,Home,,,,-18.5,0.9741948669503229
Badger,1.0,2026-03-06 00:00:00+00:00,Kettle Moraine,1.0,Home,,,,-3.5,0.6321230150886255
Bay Port,1.0,2025-11-28 00:00:00+00:00,Oshkosh West,1.0,Home,W,52.0,39.0,-13.5,0.9247635703130437
Bay Port,1.0,2025-12-02 00:00:00+00:00,Stevens Point,1.0,Home,W,62.0,59.0,-4.5,0.6665140838767403
Bay Port,1.0,2025-12-06 00:00:00+00:00,Appleton East,1.0,Home,W,84.0,64.0,-21.5,0.9894904446504523
Bay Port,1.0,2025-12-09 00:00:00+00:00,Fond du Lac,1.0,Away,W,68.0,47.0,-9.5,0.8543127445339731
Bay Port,1.0,2025-12-12 00:00:00+00:00,Ashwaubenon,2.0,Away,W,68.0,55.0,-18.5,0.9783083062323532
Bay Port,1.0,2025-12-16 00:00:00+00:00,Green Bay Southwest,2.0,Home,W,93.0,59.0,-21.5,0.9906434277190318
Bay Port,1.0,2025-12-19 00:00:00+00:00,De Pere,1.0,Away,L,52.0,80.0,5.5,0.29535933639062684
Bay Port,1.0,2026-01-02 00:00:00+00:00,Pulaski,2.0,Home,W,59.0,51.0,-16.5,0.9600822232605913
Bay Port,1.0,2026-01-06 00:00:00+00:00,Notre Dame,2.0,Home,L,54.0,60.0,-5.5,0.7040502592144158
Bay Port,1.0,2026-01-09 00:00:00+00:00,Sheboygan North,1.0,Home,W,78.0,71.0,-7.5,0.7814130508316214
Bay Port,1.0,2026-01-13 00:00:00+00:00,West De Pere,2.0,Away,L,51.0,68.0,-1.5,0.5465346566693843
Bay Port,1.0,2026-01-16 00:00:00+00:00,Green Bay Preble,1.0,Away,W,71.0,60.0,-9.5,0.833718165637998
Bay Port,1.0,2026-01-19 00:00:00+00:00,Kimberly,1.0,Away,L,64.0,67.0,-2.5,0.5837731070188033
Bay Port,1.0,2026-01-20 00:00:00+00:00,Pulaski,2.0,Away,W,67.0,41.0,-13.5,0.9222608342296044
Bay Port,1.0,2026-01-22 00:00:00+00:00,Manitowoc Lincoln,1.0,Home,W,67.0,50.0,-15.5,0.9519523248581588
Bay Port,1.0,2026-01-27 00:00:00+00:00,Ashwaubenon,2.0,Home,W,94.0,59.0,-21.5,0.9906434277190318
Bay Port,1.0,2026-01-30 00:00:00+00:00,Green Bay Southwest,2.0,Away,W,72.0,42.0,-18.5,0.9783083062323532
Bay Port,1.0,2026-02-03 00:00:00+00:00,Sheboygan North,1.0,Away,L,62.0,65.0,-3.5,0.6170070711493603
Bay Port,1.0,2026-02-06 00:00:00+00:00,De Pere,1.0,Home,W,81.0,51.0,-1.5,0.5326222698674284
Bay Port,1.0,2026-02-10 00:00:00+00:00,Green Bay Preble,1.0,Home,W,80.0,40.0,-12.5,0.9138694454186077
Bay Port,1.0,2026-02-13 00:00:00+00:00,West De Pere,2.0,Home,W,58.0,54.0,-6.5,0.7468243953647788
Bay Port,1.0,2026-02-20 00:00:00+00:00,Notre Dame,2.0,Away,L,69.0,85.0,2.5,0.4024033003933009
Bay Port,1.0,2026-02-24 00:00:00+00:00,Appleton North,1.0,Home,W,56.0,39.0,0.5,0.49524690272138383
Bay Port,1.0,2026-02-26 00:00:00+00:00,Manitowoc Lincoln,1.0,Away,,,,-12.5,0.908715865307709
Bay Port,1.0,2026-03-06 00:00:00+00:00,Oshkosh North,1.0,Home,,,,-3.5,0.6483888625392117
Beloit Memorial,1.0,2025-11-26 00:00:00+00:00,Milwaukee Pulaski/Carmen South/Carmen Southeast,1.0,Home,W,113.0,32.0,-18.5,0.9784034745250952
Beloit Memorial,1.0,2025-12-02 00:00:00+00:00,Obama SCTE,2.0,Away,W,102.0,45.0,-21.5,0.9898655697316268
Beloit Memorial,1.0,2025-12-05 00:00:00+00:00,Union Grove,2.0,Away,W,93.0,62.0,-16.5,0.9595875027619857
Beloit Memorial,1.0,2025-12-12 00:00:00+00:00,Wilmot Union,2.0,Away,W,87.0,63.0,-21.5,0.9890919796124877
Beloit Memorial,1.0,2025-12-19 00:00:00+00:00,Crane Medical Prep,1.0,Home,,,,,0.9999156654857541
Beloit Memorial,1.0,2025-12-19 00:00:00+00:00,Westosha Central,1.0,Home,W,90.0,52.0,-23.5,0.9953335957090192
Beloit Memorial,1.0,2025-12-30 00:00:00+00:00,Janesville Craig,1.0,Away,W,82.0,80.0,-7.5,0.770754322263338
Beloit Memorial,1.0,2026-01-03 00:00:00+00:00,Sun Prairie East,1.0,Away,W,93.0,46.0,-17.5,0.9719762844667903
Beloit Memorial,1.0,2026-01-06 00:00:00+00:00,Elkhorn Area,2.0,Home,W,90.0,65.0,-26.5,0.9981319006171294
Beloit Memorial,1.0,2026-01-08 00:00:00+00:00,Waterford,2.0,Away,L,53.0,64.0,-2.5,0.595631442119887
Beloit Memorial,1.0,2026-01-14 00:00:00+00:00,Milwaukee Academy of Science,2.0,Home,L,77.0,85.0,-13.5,0.9296176726867583
Beloit Memorial,1.0,2026-01-16 00:00:00+00:00,Burlington,2.0,Away,W,83.0,60.0,-9.5,0.8481416499810344
Beloit Memorial,1.0,2026-01-20 00:00:00+00:00,Kenosha Bradford,1.0,Away,,,,-8.5,0.8229501852680194
Beloit Memorial,1.0,2026-01-21 00:00:00+00:00,Madison East,1.0,Home,W,89.0,79.0,-18.5,0.9743227194526108
Beloit Memorial,1.0,2026-01-22 00:00:00+00:00,Union Grove,2.0,Home,W,86.0,52.0,-22.5,0.9936735810563759
Beloit Memorial,1.0,2026-01-26 00:00:00+00:00,Honogegah,1.0,Away,W,88.0,79.0,,0.999272609032642
Beloit Memorial,1.0,2026-01-30 00:00:00+00:00,Badger,1.0,Away,W,89.0,80.0,-3.5,0.646155994166201
Beloit Memorial,1.0,2026-02-02 00:00:00+00:00,Milwaukee Riverside,1.0,Home,W,93.0,29.0,-17.5,0.9680233335014461
Beloit Memorial,1.0,2026-02-05 00:00:00+00:00,Wilmot Union,2.0,Home,W,80.0,62.0,-26.5,0.9981319006171294
Beloit Memorial,1.0,2026-02-10 00:00:00+00:00,Westosha Central,1.0,Away,W,76.0,60.0,-18.5,0.9783773646070975
Beloit Memorial,1.0,2026-02-13 00:00:00+00:00,Waterford,2.0,Home,W,83.0,68.0,-10.5,0.8624013347836351
Beloit Memorial,1.0,2026-02-18 00:00:00+00:00,Madison West,1.0,Home,W,79.0,69.0,-12.5,0.9123893365361434
Beloit Memorial,1.0,2026-02-20 00:00:00+00:00,Elkhorn Area,2.0,Away,W,81.0,64.0,-20.5,0.9884085622662997
Beloit Memorial,1.0,2026-02-21 00:00:00+00:00,Kenosha Bradford,1.0,Away,W,86.0,75.0,-8.5,0.8229501852680194
Beloit Memorial,1.0,2026-02-23 00:00:00+00:00,Badger,1.0,Home,W,78.0,50.0,-12.5,0.9160790919739823
Beloit Memorial,1.0,2026-02-26 00:00:00+00:00,Burlington,2.0,Home,,,,-17.5,0.9680233335014461
Beloit Memorial,1.0,2026-03-06 00:00:00+00:00,Janesville Parker OR Madison East,1.0,Home,,,,,0.9999156654857541
Brookfield East,1.0,2025-11-26 00:00:00+00:00,Neenah,1.0,Away,W,70.0,46.0,-2.5,0.5903208390544727
Brookfield East,1.0,2025-12-02 00:00:00+00:00,Madison East,1.0,Home,W,92.0,46.0,-14.5,0.945220872791659
Brookfield East,1.0,2025-12-05 00:00:00+00:00,Milwaukee Bradley Tech,2.0,Away,W,82.0,53.0,-12.5,0.9018214277044032
Brookfield East,1.0,2025-12-09 00:00:00+00:00,Marquette University,1.0,Home,W,82.0,61.0,-11.5,0.8985823502509314
Brookfield East,1.0,2025-12-12 00:00:00+00:00,Menomonee Falls,1.0,Away,W,94.0,78.0,-4.5,0.6868314633209182
Brookfield East,1.0,2025-12-16 00:00:00+00:00,Hamilton,1.0,Home,W,85.0,66.0,-17.5,0.9677119776215645
Brookfield East,1.0,2025-12-19 00:00:00+00:00,Germantown,1.0,Away,L,80.0,92.0,-5.5,0.7282777576205165
Brookfield East,1.0,2025-12-30 00:00:00+00:00,Sun Prairie East,1.0,Away,W,89.0,48.0,-16.5,0.9636465877795256
Brookfield East,1.0,2026-01-06 00:00:00+00:00,Wauwatosa East,2.0,Home,W,103.0,67.0,-14.5,0.945220872791659
Brookfield East,1.0,2026-01-09 00:00:00+00:00,Wauwatosa West,2.0,Away,W,80.0,79.0,-1.5,0.5266501780534962
Brookfield East,1.0,2026-01-13 00:00:00+00:00,Brookfield Central,2.0,Home,W,74.0,65.0,-7.5,0.7884546433466258
Brookfield East,1.0,2026-01-16 00:00:00+00:00,West Allis Hale,1.0,Away,W,93.0,42.0,-20.5,0.9862846437938176
Brookfield East,1.0,2026-01-17 00:00:00+00:00,Homestead,1.0,Home,W,92.0,69.0,-7.5,0.7884546433466258
Brookfield East,1.0,2026-01-20 00:00:00+00:00,Racine Park,1.0,Away,W,79.0,57.0,-7.5,0.7759740091663984
Brookfield East,1.0,2026-01-22 00:00:00+00:00,West Allis Central,1.0,Home,L,56.0,91.0,-2.5,0.5758519497940299
Brookfield East,1.0,2026-01-27 00:00:00+00:00,Marquette University,1.0,Away,L,58.0,63.0,-8.5,0.8231809194220241
Brookfield East,1.0,2026-01-30 00:00:00+00:00,Menomonee Falls,1.0,Home,W,89.0,67.0,-8.5,0.8202142299416052
Brookfield East,1.0,2026-02-03 00:00:00+00:00,Hamilton,1.0,Away,W,72.0,37.0,-14.5,0.9334801362118563
Brookfield East,1.0,2026-02-05 00:00:00+00:00,Germantown,1.0,Home,L,73.0,74.0,-9.5,0.8348513332215933
Brookfield East,1.0,2026-02-10 00:00:00+00:00,Wauwatosa East,2.0,Away,W,76.0,75.0,-10.5,0.8576630638828292
Brookfield East,1.0,2026-02-13 00:00:00+00:00,Wauwatosa West,2.0,Home,W,100.0,95.0,-6.5,0.7357848660000976
Brookfield East,1.0,2026-02-17 00:00:00+00:00,Brookfield Central,2.0,Away,L,64.0,81.0,-3.5,0.6292843348002553
Brookfield East,1.0,2026-02-20 00:00:00+00:00,West Allis Hale,1.0,Home,W,101.0,39.0,-23.5,0.9946337960616645
Brookfield East,1.0,2026-02-23 00:00:00+00:00,Waukesha West,2.0,Away,W,89.0,55.0,-6.5,0.7301663711331589
Brookfield East,1.0,2026-03-06 00:00:00+00:00,Oshkosh West,1.0,Home,,,,-15.5,0.9492849387292652
Chippewa Falls,1.0,2025-12-02 00:00:00+00:00,Medford,2.0,Home,W,65.0,58.0,-3.5,0.6100907452671975
Chippewa Falls,1.0,2025-12-05 00:00:00+00:00,Superior,1.0,Away,L,46.0,77.0,16.5,0.04108862834007748
Chippewa Falls,1.0,2025-12-12 00:00:00+00:00,River Falls,2.0,Away,L,56.0,80.0,14.5,0.06325626897834535
Chippewa Falls,1.0,2025-12-16 00:00:00+00:00,Altoona,3.0,Home,L,62.0,82.0,6.5,0.24558647197397043
Chippewa Falls,1.0,2025-12-19 00:00:00+00:00,Hudson,1.0,Away,L,56.0,81.0,11.5,0.10378124778930203
Chippewa Falls,1.0,2025-12-22 00:00:00+00:00,Eau Claire Memorial,1.0,Home,L,57.0,59.0,2.5,0.4048206169944204
Chippewa Falls,1.0,2025-12-23 00:00:00+00:00,Holmen,1.0,Away,L,68.0,78.0,8.5,0.1876812666258932
Chippewa Falls,1.0,2025-12-29 00:00:00+00:00,Wausau West,1.0,Home,L,53.0,56.0,4.5,0.34082147044988176
Chippewa Falls,1.0,2026-01-06 00:00:00+00:00,Rice Lake,2.0,Home,,,,-3.5,0.640077766221391
Chippewa Falls,1.0,2026-01-09 00:00:00+00:00,Eau Claire North,1.0,Away,W,61.0,60.0,3.5,0.36310978851927134
Chippewa Falls,1.0,2026-01-12 00:00:00+00:00,Rice Lake,2.0,Away,W,60.0,51.0,-3.5,0.6383444365274287
Chippewa Falls,1.0,2026-01-13 00:00:00+00:00,D.C. Everest,1.0,Home,L,54.0,74.0,16.5,0.04046343142820721
