team,team-div,date,opp,opp-div,location,result,team-score,opp-score,teamline,teamwin%
Jefferson,2.0,2025-11-25 00:00:00+00:00,Johnson Creek,5.0,Away,L,56.0,59.0,6.5,0.26229165926010656
Jefferson,2.0,2025-12-02 00:00:00+00:00,Waterloo,4.0,Home,W,70.0,51.0,-1.5,0.5507496473738269
Jefferson,2.0,2025-12-05 00:00:00+00:00,Whitewater,3.0,Away,L,80.0,87.0,-1.5,0.5507496473738269
Jefferson,2.0,2025-12-11 00:00:00+00:00,Delavan-Darien,3.0,Home,L,42.0,58.0,-1.5,0.5507496473738269
Jefferson,2.0,2025-12-16 00:00:00+00:00,East Troy,3.0,Away,L,44.0,74.0,20.5,0.012843193308517022
Jefferson,2.0,2025-12-19 00:00:00+00:00,Monroe,2.0,Home,L,34.0,87.0,15.5,0.04972195351731231
Jefferson,2.0,2026-01-02 00:00:00+00:00,Lodi,3.0,Away,,,,17.5,0.030389895249491438
Jefferson,2.0,2026-01-03 00:00:00+00:00,Portage,2.0,Home,W,47.0,46.0,-0.5,0.5019503767125575
Jefferson,2.0,2026-01-05 00:00:00+00:00,Lodi,3.0,Away,L,53.0,88.0,17.5,0.030389895249491438
Jefferson,2.0,2026-01-12 00:00:00+00:00,Watertown Luther Prep,3.0,Home,L,43.0,72.0,5.5,0.2859235301180738
Jefferson,2.0,2026-01-15 00:00:00+00:00,Clinton,4.0,Away,W,71.0,65.0,-1.5,0.5507496473738269
Jefferson,2.0,2026-01-20 00:00:00+00:00,Brodhead,4.0,Home,W,53.0,41.0,-1.5,0.5507496473738269
Jefferson,2.0,2026-01-26 00:00:00+00:00,Parkview,4.0,Away,L,45.0,73.0,11.5,0.11063687292696694
Jefferson,2.0,2026-01-27 00:00:00+00:00,Big Foot,3.0,Away,L,58.0,69.0,-1.5,0.5507496473738269
Jefferson,2.0,2026-01-29 00:00:00+00:00,Turner,3.0,Home,L,42.0,54.0,14.5,0.057666702885076054
Jefferson,2.0,2026-01-31 00:00:00+00:00,Fort Atkinson,2.0,Home,L,43.0,74.0,12.5,0.09172253223438145
Jefferson,2.0,2026-02-03 00:00:00+00:00,Evansville,3.0,Away,L,48.0,73.0,8.5,0.1782642878318333
Jefferson,2.0,2026-02-06 00:00:00+00:00,Edgerton,3.0,Home,L,25.0,72.0,13.5,0.07202296817327218
Jefferson,2.0,2026-02-09 00:00:00+00:00,Lake Mills,3.0,Home,L,44.0,98.0,16.5,0.038940875800721544
Jefferson,2.0,2026-02-10 00:00:00+00:00,McFarland,2.0,Away,L,34.0,89.0,21.5,0.010527410053925924
Jefferson,2.0,2026-02-12 00:00:00+00:00,Whitewater,3.0,Home,L,63.0,73.0,-1.5,0.5507496473738269
Jefferson,2.0,2026-02-17 00:00:00+00:00,Delavan-Darien,3.0,Away,L,45.0,74.0,-1.5,0.5507496473738269
Jefferson,2.0,2026-02-20 00:00:00+00:00,East Troy,3.0,Home,L,47.0,85.0,14.5,0.055244396669843904
Jefferson,2.0,2026-02-23 00:00:00+00:00,Monroe,2.0,Away,L,43.0,102.0,20.5,0.012998410344815439
Jefferson,2.0,2026-02-26 00:00:00+00:00,Janesville Parker,1.0,Away,,,,15.5,0.047878841916236765
Jefferson,2.0,2026-03-03 00:00:00+00:00,Stoughton,2.0,Home,,,,10.5,0.13441135786208958
Kewaskum,2.0,2025-12-02 00:00:00+00:00,Slinger,2.0,Away,L,33.0,71.0,22.5,0.006425436332743044
Kewaskum,2.0,2025-12-04 00:00:00+00:00,Sheboygan South,2.0,Home,L,56.0,66.0,8.5,0.18822816996329836
Kewaskum,2.0,2025-12-05 00:00:00+00:00,Oostburg,3.0,Home,L,39.0,64.0,10.5,0.12466053666431108
Kewaskum,2.0,2025-12-12 00:00:00+00:00,West Bend West,2.0,Away,L,44.0,68.0,8.5,0.19282753599269054
Kewaskum,2.0,2025-12-16 00:00:00+00:00,West Bend East,2.0,Away,W,66.0,52.0,-4.5,0.6772418897496524
Kewaskum,2.0,2025-12-19 00:00:00+00:00,Lomira,4.0,Away,L,48.0,84.0,10.5,0.13165699250931112
Kewaskum,2.0,2025-12-20 00:00:00+00:00,Campbellsport,3.0,Away,W,66.0,52.0,-6.5,0.7543552337646753
Kewaskum,2.0,2025-12-22 00:00:00+00:00,Mayville,3.0,Home,L,68.0,72.0,0.5,0.49964538468634145
Kewaskum,2.0,2025-12-29 00:00:00+00:00,Weyauwega-Fremont,4.0,Home,W,76.0,45.0,-6.5,0.7558103584553861
Kewaskum,2.0,2025-12-30 00:00:00+00:00,Omro,4.0,Home,L,64.0,76.0,-5.5,0.7163390126734551
Kewaskum,2.0,2026-01-06 00:00:00+00:00,Kettle Moraine Lutheran,3.0,Away,L,52.0,81.0,13.5,0.07545149940989156
Kewaskum,2.0,2026-01-09 00:00:00+00:00,Port Washington,2.0,Home,L,52.0,73.0,14.5,0.06543669959163664
Kewaskum,2.0,2026-01-13 00:00:00+00:00,Grafton,2.0,Home,W,64.0,55.0,-3.5,0.6342425637477745
Kewaskum,2.0,2026-01-16 00:00:00+00:00,Cedar Grove-Belgium,4.0,Home,L,67.0,82.0,5.5,0.27871379948784525
Kewaskum,2.0,2026-01-20 00:00:00+00:00,Plymouth,2.0,Home,L,58.0,80.0,9.5,0.1513485806684086
Kewaskum,2.0,2026-01-23 00:00:00+00:00,Sheboygan South,2.0,Away,,,,10.5,0.12536339547720346
Kewaskum,2.0,2026-01-27 00:00:00+00:00,Kohler,4.0,Away,L,45.0,72.0,9.5,0.16188817815989134
Kewaskum,2.0,2026-01-29 00:00:00+00:00,West Bend West,2.0,Home,L,45.0,72.0,4.5,0.317512290169597
Kewaskum,2.0,2026-01-31 00:00:00+00:00,Sheboygan Lutheran,5.0,Away,L,56.0,76.0,13.5,0.071065710686486
Kewaskum,2.0,2026-02-03 00:00:00+00:00,West Bend East,2.0,Home,W,77.0,52.0,-4.5,0.6772418897496524
Kewaskum,2.0,2026-02-06 00:00:00+00:00,Kettle Moraine Lutheran,3.0,Home,W,71.0,62.0,9.5,0.15020476779604702
Kewaskum,2.0,2026-02-12 00:00:00+00:00,Port Washington,2.0,Away,L,59.0,88.0,18.5,0.024661155215705638
Kewaskum,2.0,2026-02-16 00:00:00+00:00,Whitefish Bay,2.0,Home,L,58.0,90.0,18.5,0.024971932705766052
Kewaskum,2.0,2026-02-20 00:00:00+00:00,Plymouth,2.0,Away,L,48.0,55.0,11.5,0.11937785998136474
Kewaskum,2.0,2026-02-26 00:00:00+00:00,Sheboygan South,2.0,Away,,,,10.5,0.12536339547720346
Kewaskum,2.0,2026-03-03 00:00:00+00:00,West Bend East,2.0,Home,,,,-4.5,0.6772418897496524
La Crosse Central,2.0,2025-12-02 00:00:00+00:00,Menomonie,2.0,Away,L,44.0,63.0,-3.5,0.6182047635543015
La Crosse Central,2.0,2025-12-05 00:00:00+00:00,Marshfield,1.0,Away,W,50.0,46.0,6.5,0.2565228648235004
La Crosse Central,2.0,2025-12-11 00:00:00+00:00,Holmen,1.0,Home,W,59.0,45.0,-3.5,0.6458232770971982
La Crosse Central,2.0,2025-12-18 00:00:00+00:00,Sparta,2.0,Home,,,,-12.5,0.9115742279553262
La Crosse Central,2.0,2025-12-19 00:00:00+00:00,Sparta,2.0,Home,W,68.0,40.0,-12.5,0.9115742279553262
La Crosse Central,2.0,2025-12-29 00:00:00+00:00,Eau Claire Memorial,1.0,Home,W,59.0,55.0,-7.5,0.7918150073979549
La Crosse Central,2.0,2026-01-06 00:00:00+00:00,Onalaska,2.0,Home,L,53.0,64.0,-3.5,0.6195467463752342
La Crosse Central,2.0,2026-01-09 00:00:00+00:00,Tomah,2.0,Home,W,67.0,48.0,-10.5,0.8735640784545327
La Crosse Central,2.0,2026-01-13 00:00:00+00:00,La Crosse Logan,2.0,Away,W,81.0,59.0,-19.5,0.9801087418990075
La Crosse Central,2.0,2026-01-15 00:00:00+00:00,Winona,2.0,Away,W,78.0,53.0,,0.9988600190725019
La Crosse Central,2.0,2026-01-16 00:00:00+00:00,Little Chute,3.0,Home,W,53.0,38.0,-10.5,0.8735640784545327
La Crosse Central,2.0,2026-01-20 00:00:00+00:00,Aquinas,3.0,Home,W,74.0,52.0,-7.5,0.7755288310891495
La Crosse Central,2.0,2026-01-24 00:00:00+00:00,Oconomowoc,1.0,Home,W,74.0,49.0,-8.5,0.8004980918838778
La Crosse Central,2.0,2026-01-27 00:00:00+00:00,Holmen,1.0,Away,W,65.0,56.0,1.5,0.444406384298666
La Crosse Central,2.0,2026-01-30 00:00:00+00:00,Sparta,2.0,Away,W,73.0,30.0,-8.5,0.8135652176774748
La Crosse Central,2.0,2026-01-31 00:00:00+00:00,Sauk Prairie,2.0,Home,W,62.0,43.0,-9.5,0.848511045450889
La Crosse Central,2.0,2026-02-03 00:00:00+00:00,Medford,2.0,Home,W,67.0,37.0,-13.5,0.928016904567043
La Crosse Central,2.0,2026-02-05 00:00:00+00:00,Onalaska,2.0,Away,L,52.0,64.0,5.5,0.2818571500471313
La Crosse Central,2.0,2026-02-10 00:00:00+00:00,Caledonia,2.0,Away,W,75.0,62.0,,0.9988600190725019
La Crosse Central,2.0,2026-02-13 00:00:00+00:00,Tomah,2.0,Away,W,67.0,64.0,-6.5,0.742667986225652
La Crosse Central,2.0,2026-02-17 00:00:00+00:00,La Crosse Logan,2.0,Home,W,89.0,46.0,-23.5,0.9940551587474787
La Crosse Central,2.0,2026-02-20 00:00:00+00:00,Aquinas,3.0,Away,W,61.0,50.0,2.5,0.40747680584216855
La Crosse Central,2.0,2026-02-21 00:00:00+00:00,Eau Claire North,1.0,Home,W,93.0,50.0,-7.5,0.7804233921854347
La Crosse Central,2.0,2026-02-24 00:00:00+00:00,River Falls,2.0,Home,L,54.0,74.0,-4.5,0.6857524714497581
La Crosse Central,2.0,2026-02-26 00:00:00+00:00,West Salem,2.0,Home,,,,-6.5,0.7525426305722395
La Crosse Central,2.0,2026-03-06 00:00:00+00:00,Waupaca OR Sparta,2.0,Home,,,,,0.9997763783797065
La Crosse Logan,2.0,2025-12-02 00:00:00+00:00,Eau Claire North,1.0,Away,L,51.0,85.0,16.5,0.04008381368969631
La Crosse Logan,2.0,2025-12-11 00:00:00+00:00,Onalaska,2.0,Home,L,56.0,89.0,20.5,0.013514071855712382
La Crosse Logan,2.0,2025-12-16 00:00:00+00:00,Tomah,2.0,Away,L,72.0,79.0,13.5,0.08009878318256689
La Crosse Logan,2.0,2025-12-18 00:00:00+00:00,La Crescent-Hokah,2.0,Away,,,,,0.8401588863940128
La Crosse Logan,2.0,2025-12-23 00:00:00+00:00,Gale-Ettrick-Trempealeau,3.0,Away,L,60.0,68.0,16.5,0.03506069317412643
La Crosse Logan,2.0,2026-01-02 00:00:00+00:00,Prescott,3.0,Home,L,30.0,62.0,11.5,0.11900010745520068
La Crosse Logan,2.0,2026-01-03 00:00:00+00:00,River Falls,2.0,Home,L,44.0,85.0,18.5,0.021099334966881975
La Crosse Logan,2.0,2026-01-06 00:00:00+00:00,Prairie du Chien,4.0,Home,W,85.0,58.0,-1.5,0.5410626066808218
La Crosse Logan,2.0,2026-01-09 00:00:00+00:00,Aquinas,3.0,Home,L,71.0,80.0,16.5,0.03935485276817418
La Crosse Logan,2.0,2026-01-10 00:00:00+00:00,Ellsworth,3.0,Home,L,89.0,91.0,10.5,0.1291912991068012
La Crosse Logan,2.0,2026-01-13 00:00:00+00:00,La Crosse Central,2.0,Home,L,59.0,81.0,19.5,0.019891258100992404
La Crosse Logan,2.0,2026-01-16 00:00:00+00:00,West Salem,2.0,Home,L,41.0,63.0,16.5,0.03340954822670795
La Crosse Logan,2.0,2026-01-20 00:00:00+00:00,Holmen,1.0,Away,L,54.0,96.0,20.5,0.014052893180869927
La Crosse Logan,2.0,2026-01-22 00:00:00+00:00,Sparta,2.0,Away,W,74.0,62.0,10.5,0.12203198582594596
La Crosse Logan,2.0,2026-01-27 00:00:00+00:00,Onalaska,2.0,Away,L,75.0,100.0,24.5,0.0042275660692805365
La Crosse Logan,2.0,2026-01-30 00:00:00+00:00,Tomah,2.0,Home,L,78.0,99.0,12.5,0.08503171890656365
La Crosse Logan,2.0,2026-02-02 00:00:00+00:00,Reedsburg,2.0,Away,L,63.0,75.0,3.5,0.35992223377860894
La Crosse Logan,2.0,2026-02-06 00:00:00+00:00,Luther,4.0,Home,L,77.0,80.0,8.5,0.1860773789637111
La Crosse Logan,2.0,2026-02-09 00:00:00+00:00,La Crescent-Hokah,2.0,Away,L,47.0,79.0,,0.8401588863940128
La Crosse Logan,2.0,2026-02-10 00:00:00+00:00,Mauston,3.0,Home,L,76.0,82.0,10.5,0.14356370451140033
La Crosse Logan,2.0,2026-02-13 00:00:00+00:00,Aquinas,3.0,Away,L,51.0,87.0,21.5,0.011009487281189435
La Crosse Logan,2.0,2026-02-17 00:00:00+00:00,La Crosse Central,2.0,Away,L,46.0,89.0,23.5,0.005944841252521255
La Crosse Logan,2.0,2026-02-20 00:00:00+00:00,Holmen,1.0,Home,L,66.0,85.0,19.5,0.01612358344062442
La Crosse Logan,2.0,2026-02-23 00:00:00+00:00,Menomonie,2.0,Home,L,51.0,78.0,15.5,0.052093118069278216
La Crosse Logan,2.0,2026-02-26 00:00:00+00:00,Sparta,2.0,Home,,,,10.5,0.12203198582594596
La Crosse Logan,2.0,2026-03-03 00:00:00+00:00,Tomah,2.0,Home,,,,12.5,0.08503171890656365
Lakeland,2.0,2025-12-05 00:00:00+00:00,Mosinee,3.0,Home,L,58.0,72.0,11.5,0.1136447705164741
Lakeland,2.0,2025-12-08 00:00:00+00:00,Stratford,4.0,Home,W,49.0,47.0,-3.5,0.6495794010676733
Lakeland,2.0,2025-12-12 00:00:00+00:00,Medford,2.0,Away,L,52.0,66.0,5.5,0.2741050376763289
Lakeland,2.0,2025-12-16 00:00:00+00:00,Hayward,3.0,Home,L,46.0,77.0,3.5,0.3536925187853154
Lakeland,2.0,2025-12-19 00:00:00+00:00,Antigo,2.0,Home,W,76.0,36.0,-4.5,0.6901181188119936
Lakeland,2.0,2025-12-29 00:00:00+00:00,D.C. Everest,1.0,Away,L,60.0,91.0,21.5,0.009486313280895841
Lakeland,2.0,2026-01-02 00:00:00+00:00,Ashland,3.0,Away,,,,2.5,0.42372077552291676
Lakeland,2.0,2026-01-06 00:00:00+00:00,Northland Pines,3.0,Away,L,60.0,68.0,7.5,0.22548526861714588
Lakeland,2.0,2026-01-08 00:00:00+00:00,Rib Lake,5.0,Away,L,46.0,65.0,9.5,0.1654700037778359
Lakeland,2.0,2026-01-09 00:00:00+00:00,Tomahawk,3.0,Home,W,65.0,18.0,-6.5,0.7314070658644948
Lakeland,2.0,2026-01-13 00:00:00+00:00,Rhinelander,2.0,Home,L,52.0,67.0,12.5,0.08596366939372285
Lakeland,2.0,2026-01-16 00:00:00+00:00,Merrill,2.0,Home,L,54.0,64.0,4.5,0.32618165204253236
Lakeland,2.0,2026-01-19 00:00:00+00:00,Wittenberg-Birnamwood,3.0,Home,L,41.0,62.0,2.5,0.42551091094617494
Lakeland,2.0,2026-01-23 00:00:00+00:00,Mosinee,3.0,Away,,,,17.5,0.03124565183818033
Lakeland,2.0,2026-01-26 00:00:00+00:00,Wisconsin Rapids,1.0,Away,L,49.0,66.0,10.5,0.14116249273041326
Lakeland,2.0,2026-01-27 00:00:00+00:00,Crandon,4.0,Home,W,67.0,44.0,-6.5,0.7314070658644948
Lakeland,2.0,2026-01-29 00:00:00+00:00,Mosinee,3.0,Away,L,49.0,70.0,17.5,0.03124565183818033
Lakeland,2.0,2026-01-30 00:00:00+00:00,Medford,2.0,Home,L,63.0,71.0,5.5,0.2945091252145832
Lakeland,2.0,2026-02-03 00:00:00+00:00,Athens,5.0,Away,L,44.0,65.0,4.5,0.3420744756086089
Lakeland,2.0,2026-02-06 00:00:00+00:00,Antigo,2.0,Away,W,76.0,36.0,-4.5,0.6685816352146714
Lakeland,2.0,2026-02-10 00:00:00+00:00,Northland Pines,3.0,Home,W,56.0,55.0,4.5,0.32139021412368113
Lakeland,2.0,2026-02-13 00:00:00+00:00,Tomahawk,3.0,Away,W,77.0,36.0,-5.5,0.7111983267092352
Lakeland,2.0,2026-02-17 00:00:00+00:00,Wausau East,2.0,Home,L,60.0,87.0,3.5,0.3663287562484727
Lakeland,2.0,2026-02-20 00:00:00+00:00,Rhinelander,2.0,Away,L,46.0,72.0,17.5,0.03330163054107392
Lakeland,2.0,2026-02-23 00:00:00+00:00,Ashland,3.0,Away,L,65.0,73.0,2.5,0.42372077552291676
Lakeland,2.0,2026-02-26 00:00:00+00:00,Merrill,2.0,Away,,,,5.5,0.30317299333742354
Lakeland,2.0,2026-03-03 00:00:00+00:00,Rice Lake,2.0,Home,,,,-0.5,0.5007831084178727
Luxemburg-Casco,2.0,2025-12-02 00:00:00+00:00,Pulaski,2.0,Away,L,56.0,76.0,2.5,0.42735541888440537
Luxemburg-Casco,2.0,2025-12-04 00:00:00+00:00,Little Chute,3.0,Away,W,59.0,57.0,6.5,0.24299501190313327
Luxemburg-Casco,2.0,2025-12-12 00:00:00+00:00,Waupaca,2.0,Home,W,51.0,44.0,-7.5,0.7901696681777013
Luxemburg-Casco,2.0,2025-12-16 00:00:00+00:00,Marinette,2.0,Away,W,51.0,45.0,-7.5,0.7877581400513121
Luxemburg-Casco,2.0,2025-12-18 00:00:00+00:00,Denmark,3.0,Home,L,54.0,76.0,-5.5,0.7068974184185318
Luxemburg-Casco,2.0,2025-12-22 00:00:00+00:00,Algoma,4.0,Home,L,63.0,64.0,-1.5,0.5661440908909814
Luxemburg-Casco,2.0,2025-12-30 00:00:00+00:00,Green Bay Southwest,2.0,Home,W,68.0,50.0,-10.5,0.8647955106761829
Luxemburg-Casco,2.0,2026-01-02 00:00:00+00:00,Southern Door,4.0,Away,W,56.0,42.0,-10.5,0.8771564560110626
Luxemburg-Casco,2.0,2026-01-06 00:00:00+00:00,Wrightstown,3.0,Away,L,60.0,63.0,-7.5,0.7684579068041787
Luxemburg-Casco,2.0,2026-01-09 00:00:00+00:00,Freedom,3.0,Home,L,56.0,74.0,7.5,0.22908038944655595
Luxemburg-Casco,2.0,2026-01-13 00:00:00+00:00,Clintonville,3.0,Away,W,72.0,48.0,-10.5,0.8771564560110626
Luxemburg-Casco,2.0,2026-01-16 00:00:00+00:00,Oconto Falls,3.0,Home,L,46.0,60.0,-10.5,0.8671956681085581
Luxemburg-Casco,2.0,2026-01-17 00:00:00+00:00,Menasha,2.0,Away,L,59.0,66.0,-1.5,0.5339134715139069
Luxemburg-Casco,2.0,2026-01-20 00:00:00+00:00,Two Rivers,3.0,Away,W,63.0,51.0,-10.5,0.8771564560110626
Luxemburg-Casco,2.0,2026-01-22 00:00:00+00:00,Little Chute,3.0,Home,W,57.0,54.0,2.5,0.40478147264453124
Luxemburg-Casco,2.0,2026-01-26 00:00:00+00:00,Sturgeon Bay,3.0,Home,W,74.0,30.0,-11.5,0.891421129824895
Luxemburg-Casco,2.0,2026-01-30 00:00:00+00:00,Waupaca,2.0,Away,W,54.0,49.0,-7.5,0.7684579068041787
Luxemburg-Casco,2.0,2026-02-03 00:00:00+00:00,Marinette,2.0,Home,W,63.0,41.0,-8.5,0.8083682576016818
Luxemburg-Casco,2.0,2026-02-06 00:00:00+00:00,Denmark,3.0,Away,W,64.0,57.0,-3.5,0.643405203075848
Luxemburg-Casco,2.0,2026-02-09 00:00:00+00:00,Green Bay West,2.0,Home,W,69.0,47.0,-9.5,0.8522474635861483
Luxemburg-Casco,2.0,2026-02-12 00:00:00+00:00,Freedom,3.0,Away,L,48.0,89.0,13.5,0.07640236772982084
Luxemburg-Casco,2.0,2026-02-17 00:00:00+00:00,Clintonville,3.0,Home,W,60.0,39.0,-11.5,0.891421129824895
Luxemburg-Casco,2.0,2026-02-20 00:00:00+00:00,Oconto Falls,3.0,Away,L,61.0,86.0,-9.5,0.8508300496690187
Luxemburg-Casco,2.0,2026-02-26 00:00:00+00:00,Wrightstown,3.0,Home,,,,-7.5,0.7901696681777013
Luxemburg-Casco,2.0,2026-03-03 00:00:00+00:00,Green Bay West,2.0,Home,,,,-9.5,0.8522474635861483
Marinette,2.0,2025-11-28 00:00:00+00:00,Crivitz,4.0,Home,W,65.0,56.0,1.5,0.46034858999217393
Marinette,2.0,2025-11-29 00:00:00+00:00,Coleman,4.0,Home,W,73.0,64.0,-3.5,0.6414070127145385
Marinette,2.0,2025-12-04 00:00:00+00:00,Clintonville,3.0,Away,L,63.0,73.0,-3.5,0.6414070127145385
Marinette,2.0,2025-12-09 00:00:00+00:00,Oconto Falls,3.0,Home,L,64.0,72.0,-2.5,0.5953516110154754
Marinette,2.0,2025-12-12 00:00:00+00:00,Little Chute,3.0,Away,L,37.0,64.0,13.5,0.06740927601486404
Marinette,2.0,2025-12-16 00:00:00+00:00,Luxemburg-Casco,2.0,Home,L,45.0,51.0,7.5,0.2122418599486879
Marinette,2.0,2025-12-29 00:00:00+00:00,Menominee,2.0,Home,L,37.0,76.0,,0.8951193775819599
Marinette,2.0,2025-12-30 00:00:00+00:00,Gladstone,2.0,Home,L,28.0,41.0,,0.8951193775819599
Marinette,2.0,2026-01-02 00:00:00+00:00,Sevastopol,5.0,Home,W,63.0,50.0,-3.5,0.6414070127145385
Marinette,2.0,2026-01-05 00:00:00+00:00,Southern Door,4.0,Away,L,57.0,64.0,-3.5,0.6414070127145385
Marinette,2.0,2026-01-09 00:00:00+00:00,Denmark,3.0,Home,L,47.0,76.0,3.5,0.3716238654875904
Marinette,2.0,2026-01-13 00:00:00+00:00,Wrightstown,3.0,Away,L,58.0,69.0,1.5,0.47413123366603155
Marinette,2.0,2026-01-15 00:00:00+00:00,Freedom,3.0,Home,L,44.0,80.0,15.5,0.05328781817699343
Marinette,2.0,2026-01-17 00:00:00+00:00,Menominee,2.0,Away,L,67.0,92.0,,0.8951193775819599
Marinette,2.0,2026-01-19 00:00:00+00:00,Peshtigo,3.0,Away,L,58.0,62.0,7.5,0.20701061885690716
Marinette,2.0,2026-01-22 00:00:00+00:00,Clintonville,3.0,Home,L,62.0,68.0,-3.5,0.6414070127145385
Marinette,2.0,2026-01-27 00:00:00+00:00,Oconto Falls,3.0,Away,L,61.0,81.0,-2.5,0.5953516110154754
Marinette,2.0,2026-01-30 00:00:00+00:00,Little Chute,3.0,Home,L,29.0,67.0,10.5,0.13287807632130236
Marinette,2.0,2026-02-03 00:00:00+00:00,Luxemburg-Casco,2.0,Away,L,41.0,63.0,8.5,0.19163174239831818
Marinette,2.0,2026-02-06 00:00:00+00:00,Waupaca,2.0,Home,W,57.0,42.0,1.5,0.47413123366603155
Marinette,2.0,2026-02-12 00:00:00+00:00,Denmark,3.0,Away,W,73.0,63.0,4.5,0.33320113524903233
Marinette,2.0,2026-02-13 00:00:00+00:00,Waupaca,2.0,Away,L,38.0,54.0,1.5,0.47413123366603155
Marinette,2.0,2026-02-17 00:00:00+00:00,Wrightstown,3.0,Home,L,45.0,56.0,1.5,0.47413123366603155
Marinette,2.0,2026-02-23 00:00:00+00:00,Freedom,3.0,Away,L,45.0,88.0,20.5,0.012928222093649189
Marinette,2.0,2026-03-03 00:00:00+00:00,Green Bay Southwest,2.0,Home,,,,-2.5,0.5910404526205
Martin Luther,2.0,2025-12-02 00:00:00+00:00,New Berlin West,2.0,Home,L,50.0,73.0,9.5,0.1535633054413501
Martin Luther,2.0,2025-12-06 00:00:00+00:00,Golda Meir,2.0,Home,W,82.0,81.0,8.5,0.18066718947263966
Martin Luther,2.0,2025-12-09 00:00:00+00:00,The Prairie School,4.0,Home,L,56.0,61.0,-2.5,0.6043057249608033
Martin Luther,2.0,2025-12-11 00:00:00+00:00,Milwaukee Lutheran,2.0,Home,L,67.0,77.0,5.5,0.2800802339116882
Martin Luther,2.0,2025-12-13 00:00:00+00:00,St Thomas More,3.0,Away,L,64.0,84.0,-3.5,0.6174484570859028
Martin Luther,2.0,2025-12-16 00:00:00+00:00,Racine St. Catherine's,3.0,Home,W,86.0,81.0,5.5,0.28428502222554564
Martin Luther,2.0,2025-12-19 00:00:00+00:00,Kenosha St. Joseph,3.0,Home,W,76.0,64.0,4.5,0.3472242227564001
Martin Luther,2.0,2025-12-29 00:00:00+00:00,Howards Grove,4.0,Home,W,93.0,74.0,0.5,0.49594732273052616
Martin Luther,2.0,2025-12-30 00:00:00+00:00,Cedar Grove-Belgium,4.0,Away,L,80.0,87.0,6.5,0.2636391149983063
Martin Luther,2.0,2026-01-08 00:00:00+00:00,Shoreland Lutheran,3.0,Away,L,65.0,74.0,5.5,0.2942990476279167
Martin Luther,2.0,2026-01-13 00:00:00+00:00,Augustine Prep South,2.0,Away,W,92.0,72.0,,0.9778900315051441
Martin Luther,2.0,2026-01-16 00:00:00+00:00,Racine Lutheran,3.0,Away,L,80.0,95.0,14.5,0.061549106834711
Martin Luther,2.0,2026-01-17 00:00:00+00:00,Catholic Memorial,2.0,Home,W,85.0,79.0,2.5,0.42007004689073024
Martin Luther,2.0,2026-01-20 00:00:00+00:00,Dominican,4.0,Home,W,87.0,78.0,-1.5,0.5410878019729273
Martin Luther,2.0,2026-01-23 00:00:00+00:00,Kenosha Bradford,1.0,Home,,,,12.5,0.08271362143881184
Martin Luther,2.0,2026-01-27 00:00:00+00:00,The Prairie School,4.0,Away,W,93.0,86.0,-1.5,0.5586093863757002
Martin Luther,2.0,2026-01-30 00:00:00+00:00,St Thomas More,3.0,Home,W,72.0,62.0,-4.5,0.6892908577818375
Martin Luther,2.0,2026-02-03 00:00:00+00:00,Racine St. Catherine's,3.0,Away,L,51.0,71.0,12.5,0.0834724115835356
Martin Luther,2.0,2026-02-05 00:00:00+00:00,Kenosha St. Joseph,3.0,Away,W,66.0,58.0,7.5,0.22973125476700773
Martin Luther,2.0,2026-02-07 00:00:00+00:00,Kenosha Bradford,1.0,Home,L,73.0,88.0,12.5,0.08271362143881184
Martin Luther,2.0,2026-02-10 00:00:00+00:00,Shoreland Lutheran,3.0,Home,W,67.0,55.0,1.5,0.47751916530682825
Martin Luther,2.0,2026-02-17 00:00:00+00:00,Racine Lutheran,3.0,Home,L,52.0,93.0,6.5,0.23797690400745702
Martin Luther,2.0,2026-02-20 00:00:00+00:00,Dominican,4.0,Away,W,81.0,72.0,0.5,0.49815305159589623
Martin Luther,2.0,2026-02-23 00:00:00+00:00,Brown Deer,3.0,Home,L,74.0,75.0,4.5,0.34133390033437994
Martin Luther,2.0,2026-02-26 00:00:00+00:00,Lake Country Lutheran,3.0,Away,,,,8.5,0.1736542638872456
Martin Luther,2.0,2026-03-06 00:00:00+00:00,Union Grove OR Burlington,2.0,Home,,,,,0.9827924656677872
McFarland,2.0,2025-11-29 00:00:00+00:00,Fox Valley Lutheran,2.0,Home,,,,-5.5,0.7291058966009126
McFarland,2.0,2025-12-02 00:00:00+00:00,Milton,2.0,Away,L,78.0,87.0,-2.5,0.5945499318141034
McFarland,2.0,2025-12-05 00:00:00+00:00,Stoughton,2.0,Away,W,78.0,53.0,-7.5,0.7956609777154523
McFarland,2.0,2025-12-12 00:00:00+00:00,Reedsburg,2.0,Away,W,68.0,47.0,-14.5,0.9449537790345409
McFarland,2.0,2025-12-20 00:00:00+00:00,Monona Grove,1.0,Away,W,67.0,62.0,7.5,0.23211980910393842
McFarland,2.0,2025-12-23 00:00:00+00:00,Fox Valley Lutheran,2.0,Home,W,75.0,62.0,-5.5,0.7291058966009126
McFarland,2.0,2025-12-30 00:00:00+00:00,Monroe,2.0,Home,W,81.0,65.0,-6.5,0.745194794984507
McFarland,2.0,2026-01-03 00:00:00+00:00,Elkhorn Area,2.0,Home,W,55.0,46.0,-12.5,0.9137686602831195
